Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Halostagnicola sp. A56		strain: A56	1495067	ASM69150v2	GCA_000691505.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	262614	3178490	2015-07-07	3151	PRJNA245787	SAMN02739884
Halorubrum saccharovorum		strain: H3	2248	ASM70002v2	GCA_000700025.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	30836	3282373	2015-04-21	3237	PRJNA248778	SAMN02803665
Natrinema thermotolerans A29		strain: A29	1455609	HTGA29.1	GCA_000710605.1	GenBank		Contig	516176	4131621	2014-06-20		PRJNA236631	SAMN02629025
Haladaptatus cibarius D43		strain: D43	1455608	HAPD43.1	GCA_000710615.1	GenBank		Contig	985075	3926724	2014-06-20		PRJNA236630	SAMN02629026
Haloferax prahovense		strain: Arc-Hr	381852	PRJEB5511_assembly_1	GCA_000723845.1	GenBank		Scaffold	944085	3893626	2014-06-12		PRJEB5511	SAMEA3139050
Haloferax sp. ATB1		strain: ATB1	1508454	ASM73017v1	GCA_000730175.1	GenBank		Contig	36538	4223705	2014-07-17		PRJNA252523	SAMN02850979
Natrinema altunense		strain: AJ2	222984	ASM73198v1	GCA_000731985.1	GenBank		Contig	425349	3774135	2014-07-21		PRJNA248700	SAMN02800870
Halolamina rubra		strain: CBA1107	1380430	ASM73955v1	GCA_000739555.1	GenBank		Contig	78140	2955001	2014-07-31		PRJDB2988	SAMD00018743
Halobellus rufus		strain: CBA1103	1448860	ASM73957v1	GCA_000739575.1	GenBank		Contig	112619	3852219	2014-07-31		PRJDB2989	SAMD00018744
Halorubrum halophilum		strain: B8	413816	ASM73959v1	GCA_000739595.1	GenBank		Contig	98410	3677984	2014-07-31		PRJDB2990	SAMD00018745
Halorubrum sp. BV1		strain: BV1	1498500	ASM74620v1	GCA_000746205.1	GenBank		Scaffold	828997	2767463	2014-08-28		PRJNA246208	SAMN02787129
Halapricum salinum		strain: CBA1105	1457250	ASM75522v1	GCA_000755225.1	GenBank		Contig	2009901	3451492	2014-09-11		PRJDB3110	SAMD00019894
Halococcus sediminicola		strain: CBA1101	1264579	ASM75524v1	GCA_000755245.1	GenBank		Contig	275599	3764367	2014-09-11		PRJDB3111	SAMD00019895
Natrinema salifodinae		strain: KCY07-B2	1202768	ASM78433v1	GCA_000784335.1	GenBank		Scaffold	113900	4350898	2014-11-17		PRJNA261874	SAMN03077632
Natrinema altunense		strain: 1A4-DGR	222984	ASM81526v1	GCA_000815265.1	GenBank		Contig	33862	3718305	2015-01-06		PRJNA271196	SAMN03273287
Haloarcula salaria		strain: H5-DGR	575195	ASM81538v1	GCA_000815385.1	GenBank		Contig	71772	4091500	2015-01-06		PRJNA271197	SAMN03273288
Haloarcula sp. CBA1115		strain: CBA1115	1592728	ASM82783v1	GCA_000827835.1	GenBank	Annotation submitted by Kyung Hee University	Complete Genome	3423144	4225046	2015-01-23	4116	PRJNA271840	SAMN03278120
Halanaeroarchaeum sulfurireducens		strain: HSR2	1604004	ASM101111v1	GCA_001011115.1	GenBank	Annotation submitted by C.N.R. - Institute for Coastal Marine Environment (IAMC)	Complete Genome	2085482	2209738	2015-05-21	2278	PRJNA253523	SAMN02899090
Haloferax gibbonsii		strain: ARA6	35746	ASM119096v1	GCA_001190965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	2945391	3918454	2015-08-03	3797	PRJNA285662	SAMN03755233
Halorubrum sp. SD626R		strain: SD626R	1419722	Halorubrum SD626R	GCA_001261915.1	GenBank		Scaffold	45217	3248714	2015-07-30		PRJEB9482	SAMEA3432861
Haloarcula rubripromontorii		strain: SL3	1705562	ASM128042v1	GCA_001280425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	601911	3970989	2015-09-09	3907	PRJNA293564	SAMN04007144
Halorubrum tropicale		strain: 5	1765655	ASM128045v1	GCA_001280455.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	515815	3567018	2015-09-09	3405	PRJNA293638	SAMN04009067
Halolamina sediminis		strain: halo7	1480675	halo7	GCA_001282785.1	GenBank		Contig	2835858	2835858	2015-08-17		PRJEB9600	SAMEA3451356
Halanaeroarchaeum sulfurireducens		strain: M27-SA2	1604004	ASM130565v1	GCA_001305655.1	GenBank	Annotation submitted by C.N.R. - Institute for Coastal Marine Environment (IAMC)	Complete Genome	2129244	2253500	2015-10-02	2319	PRJNA284332	SAMN03701450
Halolamina pelagica		strain: CDK2	699431	Halpeg_cdk2_1	GCA_001307315.1	GenBank	Annotation submitted by Indian Agricultural Research Institute, New Delhi	Contig	2612990	2972542	2015-10-06	3540	PRJNA272888	SAMN03287580
Natronolimnobius baerhuensis JCM 12253 = CGMCC 1.3597		strain: JCM 12253	1295126	ASM131618v1	GCA_001316185.1	GenBank		Contig	55157	3893062	2015-10-02		PRJDB831	SAMD00000517
Haloferax massiliensis		strain: Arc-Hr	1476858	PRJEB5949_assembly_1	GCA_001368915.1	GenBank	Annotation submitted by URMITE	Scaffold	244651	4015175	2015-04-22	3969	PRJEB5949	SAMEA3309464
Haloparvum sedimenti		strain: DYS4	1678448	HalopeDYS1.0	GCA_001462205.1	GenBank		Scaffold	23164	3243052	2015-12-08		PRJNA294239	SAMN04018174
Haloferax profundi		strain: SB29	1544718	ASM146986v1	GCA_001469865.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	16292	3830759	2015-12-18	4053	PRJNA305176	SAMN04318427
Haloferax marisrubri		strain: SB3	1544719	ASM146987v2	GCA_001469875.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	195812	3904985	2018-01-30	3878	PRJNA305177	SAMN04318428
Haloprofundus marisrubri		strain: SB9	1514971	ASM146995v1	GCA_001469955.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	415684	3929557	2015-12-18	3917	PRJNA305170	SAMN04318426
Haloferax sp. Q22		strain: Q22	1526048	ASM148228v1	GCA_001482285.1	GenBank		Scaffold	174301	3977555	2015-12-23		PRJNA294240	SAMN04018175
Haloterrigena turkmenica		strain: WANU15	62320	ASM148312v1	GCA_001483125.1	GenBank		Contig	15902	2950899	2015-12-29		PRJNA297157	SAMN04115933
Halobacterium sp. CBA1132		strain: CBA1132	1765057	ASM148553v1	GCA_001485535.1	GenBank		Contig	2587453	3012807	2015-12-19		PRJDB4411	SAMD00043969
Haloarcula sp. CBA1128		strain: CBA1128	1765056	ASM148555v1	GCA_001485555.1	GenBank		Contig	3047371	4184591	2015-12-23		PRJDB4414	SAMD00043970
Haloarcula sp. CBA1127		strain: CBA1127	1765055	ASM148557v1	GCA_001485575.1	GenBank		Contig	3121921	4359264	2015-12-19		PRJDB4415	SAMD00043971
Halobacterium hubeiense		strain: JI20-1	1407499	Halobacterium hubeiense JI20-1	GCA_001488575.1	GenBank	Annotation submitted by UH	Complete Genome	2510607	3130345	2015-12-17	3597	PRJEB4726	SAMEA3305703
Halorubrum aethiopicum		strain: SAH-A6	1758255	ASM154290v1	GCA_001542905.1	GenBank		Contig	3045622	3325770	2016-01-29		PRJNA302707	SAMN04278861
Haloferacaceae archaeon B1-Br10_E2g22		isolate: B1-Br10_E2g22	1732021	ASM156379v1	GCA_001563795.1	GenBank		Contig	20650	2368236	2016-02-19		PRJNA286221	SAMN04123324
Natrialbaceae archaeon B1-Br10_E2g2		isolate: B1-Br10_E2g2	1729458	ASM156380v1	GCA_001563805.1	GenBank		Contig	13018	2874982	2016-02-19		PRJNA286221	SAMN04123323
Natrialbaceae archaeon B1-Br10_E2g27		isolate: B1-Br10_E2g27	1729459	ASM156388v1	GCA_001563885.1	GenBank		Contig	10122	2006211	2016-02-19		PRJNA286221	SAMN04124416
Natrialbaceae archaeon PL-Br10_E2g26		isolate: PL-Br10_E2g26	1727667	ASM156395v1	GCA_001563955.1	GenBank		Contig	9198	1463447	2016-02-19		PRJNA286221	SAMN04124447
Haloferacaceae archaeon PL-Br10_E2g29		isolate: PL-Br10_E2g29	1727654	ASM156396v1	GCA_001563965.1	GenBank		Contig	10499	1278240	2016-02-19		PRJNA286221	SAMN04124448
Halorubrum sp. PL-Br10_E2g5		isolate: PL-Br10_E2g5	1727655	ASM156400v1	GCA_001564005.1	GenBank		Contig	9543	1480846	2016-02-19		PRJNA286221	SAMN04124450
Haloferacaceae archaeon Tc-Br11_E2g18		isolate: Tc-Br11_E2g18	1729451	ASM156408v1	GCA_001564085.1	GenBank		Contig	9580	1272389	2016-02-19		PRJNA286221	SAMN04125313
Natrialbaceae archaeon Tc-Br11_E2g8		isolate: Tc-Br11_E2g8	1729464	ASM156411v1	GCA_001564115.1	GenBank		Contig	14110	2287800	2016-02-19		PRJNA286221	SAMN04125315
Halobacteriaceae archaeon Tc-Br11_E2g27		isolate: Tc-Br11_E2g27	1729450	ASM156413v1	GCA_001564135.1	GenBank		Contig	10715	2095876	2016-02-19		PRJNA286221	SAMN04125316
Haloferacaceae archaeon PL-Br10_E2g46		isolate: PL-Br10_E2g46	1727653	ASM156417v1	GCA_001564175.1	GenBank		Contig	8140	1443158	2016-02-19		PRJNA286221	SAMN04124449
Natrialbaceae archaeon Tc-Br11_E2g1		isolate: Tc-Br11_E2g1	1729461	ASM156425v1	GCA_001564255.1	GenBank		Contig	11596	2155803	2016-02-19		PRJNA286221	SAMN04125286
Natrialbaceae archaeon Tc-Br11_E2g14		isolate: Tc-Br11_E2g14	1729462	ASM156427v1	GCA_001564275.1	GenBank		Contig	29744	3164822	2016-02-19		PRJNA286221	SAMN04125312
Natrialbaceae archaeon Tc-Br11_E2g28		isolate: Tc-Br11_E2g28	1729463	ASM156428v1	GCA_001564285.1	GenBank		Contig	12195	2330233	2016-02-19		PRJNA286221	SAMN04125314
Halalkalicoccus paucihalophilus		strain: DSM 24557	1008153	ASM159395v1	GCA_001593955.1	GenBank	Annotation submitted by Goettingen Genomics Laboratory	Contig	429101	3980410	2016-03-18	4219	PRJNA313152	SAMN04516086
Haladaptatus sp. R4		strain: R4	1679489	ASM162544v1	GCA_001625445.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	529312	4896694	2016-04-21	4827	PRJNA316929	SAMN04592497
Haloarcula sp. K1		strain: K1	1622207	ASM164715v1	GCA_001647155.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	347256	4331797	2016-04-30	4231	PRJNA308270	SAMN04390187
Haladaptatus sp. W1		strain: W1	1897478	ASM172315v1	GCA_001723155.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	25785	5192569	2016-09-12	5361	PRJNA341487	SAMN05725119
Halodesulfurarchaeum formicicum		strain: HTSR1	1873524	ASM176731v1	GCA_001767315.1	GenBank	Annotation submitted by C.N.R. - Institute for Coastal Marine Environment (IAMC)	Complete Genome	1972283	1972283	2016-10-18	2071	PRJNA323694	SAMN05185403
Natrialba sp. SSL1		strain: SSL1	1869245	ASM186135v1	GCA_001861355.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	292114	4580837	2016-11-02	4276	PRJNA327293	SAMN05328039
Halodesulfurarchaeum formicicum		strain: HSR6	1873524	ASM188695v1	GCA_001886955.1	GenBank	Annotation submitted by Immanuel Kant Baltic Federal University	Complete Genome	2085946	2085946	2016-11-28	2148	PRJNA328078	SAMN05363636
Salella cibi		strain: CBA1134	2487041	ASM195059v1	GCA_001950595.1	GenBank		Contig	2442322	2574365	2016-12-06		PRJDB5200	SAMD00064366
Natrinema saccharevitans		strain: AB14	301967	ASM195374v1	GCA_001953745.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	3473758	3980616	2017-01-18	3898	PRJNA318845	SAMN04868784
Natronorubrum daqingense		strain: JX313	588898	ASM197170v1	GCA_001971705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3397437	3835796	2017-01-26	3751	PRJNA329170	SAMN05417698
Halorientalis sp. IM1011		strain: IM1011	1932360	ASM198961v1	GCA_001989615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3381613	3778989	2017-02-07	3890	PRJNA360226	SAMN06205239
Halolamina sp. CBA1230		strain: CBA1230	1853690	ASM202525v2	GCA_002025255.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2904575	3465332	2020-06-24	3602	PRJNA378126	SAMN06480072
Halorubrum ezzemoulense DSM 17463		strain: DSM 17463	1121945	ASM211428v1	GCA_002114285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	40831	3603550	2017-04-28	3564	PRJNA383468	SAMN06765717
Halorubrum sp. SD612		strain: SD612	1855863	ASM213500v1	GCA_002135005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	17103	3308128	2017-05-12	3535	PRJNA383315	SAMN06761329
Halorubrum sp. SD683		strain: SD683	1855873	ASM213504v1	GCA_002135045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	36838	3145993	2017-05-12	3203	PRJNA383329	SAMN06761387
Natrarchaeobaculum aegyptiacum		strain: JW/NM-HA 15	745377	ASM215670v1	GCA_002156705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3930546	3930546	2017-05-23	3793	PRJNA376078	SAMN06349942
Natronolimnobius baerhuensis		strain: CGMCC 1.3597	253108	ASM217713v1	GCA_002177135.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	1261254	3914301	2017-06-08	3810	PRJNA376655	SAMN06445343
Halorubrum lacusprofundi		strain: HLS1	2247	ASM221528v1	GCA_002215285.1	GenBank		Scaffold	155516	3278551	2017-07-06		PRJNA343348	SAMN05786778
Halorubrum lacusprofundi		strain: DL18	2247	ASM221530v1	GCA_002215305.1	GenBank		Contig	237458	3633750	2017-07-06		PRJNA343348	SAMN05822533
Halorubrum ezzemoulense		strain: LD3	337243	ASM225272v1	GCA_002252725.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	34179	3702474	2017-08-15	3759	PRJNA232799	SAMN02716048
Halorubrum ezzemoulense		strain: LG1	337243	ASM225273v1	GCA_002252735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	27299	4648045	2017-08-15	5142	PRJNA232799	SAMN02716049
Halorubrum sp. Ib24		strain: Ib24	1383850	ASM225274v1	GCA_002252745.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	109855	2970568	2017-08-15	2850	PRJNA232799	SAMN02716047
Halorubrum sp. Hd13		strain: Hd13	1480728	ASM225275v1	GCA_002252755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	60845	3811317	2017-08-15	3707	PRJNA232799	SAMN02716046
Halorubrum ezzemoulense		strain: Ga36	337243	ASM225280v1	GCA_002252805.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	46755	3352959	2017-08-15	3376	PRJNA232799	SAMN02716045
Halorubrum ezzemoulense		strain: Ga2p	337243	ASM225281v1	GCA_002252815.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	74893	3346227	2017-08-15	3382	PRJNA232799	SAMN02716044
Halorubrum ezzemoulense		strain: G37	337243	ASM225283v1	GCA_002252835.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	80060	3545716	2017-08-15	3535	PRJNA232799	SAMN02716043
Halorubrum ezzemoulense		strain: Fb21	337243	ASM225286v1	GCA_002252865.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	93959	2112399	2017-08-15	2123	PRJNA232799	SAMN02716042
Halorubrum ezzemoulense		strain: Ec15	337243	ASM225287v1	GCA_002252875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	72506	3274958	2017-08-15	3206	PRJNA232799	SAMN02716041
Halorubrum sp. Eb13		strain: Eb13	1383843	ASM225289v1	GCA_002252895.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	50495	3626705	2017-08-15	3573	PRJNA232799	SAMN02716040
Halorubrum sp. Ea8		strain: Ea8	1383841	ASM225292v1	GCA_002252925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	51642	3742173	2017-08-15	3685	PRJNA232799	SAMN02716039
Halorubrum distributum		strain: E8	29283	ASM225293v1	GCA_002252935.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	2287	2253643	2017-08-15	2945	PRJNA232799	SAMN02716037
Halorubrum sp. E3		strain: E3	1483400	ASM225295v1	GCA_002252955.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	1862	4204396	2017-08-15	5731	PRJNA232799	SAMN02716036
Halorubrum sp. Ea1		strain: Ea1	1480718	ASM225296v1	GCA_002252965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	43842	3926731	2017-08-15	3890	PRJNA232799	SAMN02716038
Halorubrum halodurans		strain: Cb34	1383851	ASM225298v1	GCA_002252985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	42928	3320122	2017-08-15	3303	PRJNA232799	SAMN02716035
Halorubrum salipaludis		strain: WN019	2032630	ASM228698v1	GCA_002286985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	371683	3506649	2017-09-06	3333	PRJNA400731	SAMN07573028
Halopenitus persicus		strain: CBA1233	1048396	ASM235563v1	GCA_002355635.1	GenBank		Complete Genome	2967917	3105937	2016-06-23		PRJDB4920	SAMD00053810
Halorubrum trapanicum		strain: CBA1232	29284	ASM235565v1	GCA_002355655.1	GenBank		Complete Genome	2835595	3080199	2016-07-01		PRJDB4921	SAMD00053811
Halorubrum ezzemoulense		strain: DSM 19316	337243	ASM237911v1	GCA_002379115.1	GenBank		Contig	86877	3665422	2017-09-27		PRJNA383467	SAMN06765716
Natrinema ejinorense		strain: JCM 13890	373386	ASM249434v1	GCA_002494345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	3988345	4476324	2017-10-03	4396	PRJNA412437	SAMN07714153
Natrinema sp. CBA1119		strain: CBA1119	1608465	ASM257252v1	GCA_002572525.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	4087412	5058058	2017-10-17	5028	PRJNA412435	SAMN07714133
Halorubrum sp. C191		strain: C191	1383842	ASM272709v1	GCA_002727095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	54858	3861102	2017-10-26	3859	PRJNA232799	SAMN02716032
Halorubrum sp. C3		strain: C3	1483399	ASM272710v1	GCA_002727105.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	4312	3322164	2017-10-26	3960	PRJNA232799	SAMN02716033
Halorubrum persicum		strain: C49	1383844	ASM272712v1	GCA_002727125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	48231	3578349	2017-10-26	3499	PRJNA232799	SAMN02716034
Halohasta litchfieldiae		strain: tADL	1073996	ASM278821v1	GCA_002788215.1	GenBank	Annotation submitted by JGI-PSF	Complete Genome	3332022	3332022	2017-11-20	3520	PRJNA53493	SAMN00117514
Halegenticoccus soli		strain: SYSU A9-0	1985678	ASM284419v1	GCA_002844195.1	GenBank		Scaffold	549609	4615401	2017-12-15		PRJNA406866	SAMN07633033
Haloarcula taiwanensis		strain: Taiwanensis	1932004	ASM284433v1	GCA_002844335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	2966258	3721706	2017-12-18	3730	PRJNA360060	SAMN06200074
Natronobacterium gregoryi SP2		strain: SP2	797304	ASM285545v1	GCA_002855455.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	68510	3695310	2018-01-03	3819	PRJNA423232	SAMN08213458
Salinigranum rubrum		strain: GX10	755307	ASM290657v1	GCA_002906575.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	4250563	4973118	2018-01-30	4926	PRJNA430969	SAMN08381148
Halalkaliarchaeum desulfuricum		strain: AArc-Sl	2055893	ASM295277v1	GCA_002952775.1	GenBank	Annotation submitted by C.N.R. - Institute for Coastal Marine Environment (IAMC)	Complete Genome	3313120	3313120	2018-02-01	3285	PRJNA419617	SAMN08093583
Halobacteriales archaeon QS_6_64_34		isolate: QS_6_64_34	1919182	ASM302092v1	GCA_003020925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	87756	2198794	2018-03-27	2287	PRJNA351262	SAMN06020784
Halobacteriales archaeon QS_6_71_20		isolate: QS_6_71_20	1919183	ASM302094v1	GCA_003020945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	73058	2647290	2018-03-27	2666	PRJNA351262	SAMN06020785
Halobacteriales archaeon QS_4_69_225		isolate: QS_4_69_225	1919175	ASM302096v1	GCA_003020965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	122204	2951928	2018-03-27	2934	PRJNA351262	SAMN06020776
Halobacteriales archaeon QS_4_70_19		isolate: QS_4_70_19	1919178	ASM302098v1	GCA_003020985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	88318	2838640	2018-03-27	2808	PRJNA351262	SAMN06020777
