orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,interpro_annot,interpro_evalue,DRAM_kegg,DRAM_pdfam,nr_annotation,nr_bitscore
33,32902,33297,TRUE,AOJE01000025.1,AOJE01000025.1_33,"",,,,"",,"","",,
34,33294,34151,TRUE,AOJE01000025.1,AOJE01000025.1_34,ORF17.faa,320.9,2.8e-98,285,"",,"","",,
35,34152,34406,TRUE,AOJE01000025.1,AOJE01000025.1_35,"",,,,"",,"","",,
36,34403,34678,TRUE,AOJE01000025.1,AOJE01000025.1_36,"",,,,"",,"","",,
37,34770,35399,TRUE,AOJE01000025.1,AOJE01000025.1_37,ORF21.faa,188.3,5.1e-58,179,"",,"","",,
38,35399,36418,TRUE,AOJE01000025.1,AOJE01000025.1_38,"",,,,"",,"","",,
39,36448,37746,TRUE,AOJE01000025.1,AOJE01000025.1_39,ORF23.faa,474.2,1.3e-144,407,"",,"","",,
40,37746,39188,TRUE,AOJE01000025.1,AOJE01000025.1_40,ORF24.faa,549.4,2.7e-167,485,"",,"","",,
41,39210,41579,TRUE,AOJE01000025.1,AOJE01000025.1_41,"",,,,P-loop containing nucleoside triphosphate hydrolases,4.94e-07,"","",,
42,41803,42207,FALSE,AOJE01000025.1,AOJE01000025.1_42,"",,,,"",,"","",,
43,42432,43337,FALSE,AOJE01000025.1,AOJE01000025.1_43,"",,,,"",,"","",,
44,43645,44139,FALSE,AOJE01000025.1,AOJE01000025.1_44,"",,,,"",,"","",,
45,45384,46244,TRUE,AOJE01000025.1,AOJE01000025.1_45,"",,,,"",,"","",,
17,10545,11033,TRUE,AOJE01000038.1,AOJE01000038.1_17,"",,,,"Archaeal Type IV pilin, N-terminal",1.2e-22,"","",type IV pilin N-terminal domain-containing protein [Halorubrum saccharovorum],304
18,11086,11496,FALSE,AOJE01000038.1,AOJE01000038.1_18,"",,,,"Archaeal Type IV pilin, N-terminal",5.7e-15,"","",type IV pilin N-terminal domain-containing protein [Halorubrum saccharovorum],259
19,11639,12310,TRUE,AOJE01000038.1,AOJE01000038.1_19,"",,,,"",,"","",,
20,12454,12903,TRUE,AOJE01000038.1,AOJE01000038.1_20,"",,,,"",,"","",,
21,13030,13275,TRUE,AOJE01000038.1,AOJE01000038.1_21,"",,,,"",,"","",,
22,13499,16633,TRUE,AOJE01000038.1,AOJE01000038.1_22,ORF6.faa,945,1.1e-286,117,Carboxypeptidase regulatory domain-like,2.88e-06,"","",,
23,16728,17219,FALSE,AOJE01000038.1,AOJE01000038.1_23,"",,,,"",,"","",,
24,17953,18828,TRUE,AOJE01000038.1,AOJE01000038.1_24,"",,,,P-loop containing nucleoside triphosphate hydrolases,3.22e-27,"","","ParA family protein, partial [Halorubrum saccharovorum]",576
16,13545,14354,FALSE,AOJE01000051.1,AOJE01000051.1_16,"",,,,HNH_5,2.6e-08,"","",nucleoside 2-deoxyribosyltransferase domain-containing protein [Halorubrum amylolyticum],117
17,14354,15601,FALSE,AOJE01000051.1,AOJE01000051.1_17,"",,,,orc1/cdc6 family replication initiation protein,6.9e-111,archaeal cell division control protein 6,"CDC6, C terminal winged helix domain [PF09079.14]; AAA domain [PF13401.9]",AAA family ATPase [Halorubrum saccharovorum],819
18,16589,18214,TRUE,AOJE01000051.1,AOJE01000051.1_18,"",,,,"",,"","",,
19,18742,20757,FALSE,AOJE01000051.1,AOJE01000051.1_19,"",,,,P-loop containing nucleoside triphosphate hydrolases,3.61e-06,"","",,
20,20867,21313,FALSE,AOJE01000051.1,AOJE01000051.1_20,"",,,,"",,"","",,
21,21356,22855,FALSE,AOJE01000051.1,AOJE01000051.1_21,ORF24.faa,593.3,9.8e-181,499,"",,"","",,
22,23199,23945,FALSE,AOJE01000051.1,AOJE01000051.1_22,ORF23.faa,301.2,2.9e-92,242,"",,"","",,
23,23897,24472,FALSE,AOJE01000051.1,AOJE01000051.1_23,ORF23.faa,67.1,3.3e-21,95,"",,"","",,
24,24469,25500,FALSE,AOJE01000051.1,AOJE01000051.1_24,"",,,,"",,"","",,
25,25500,26099,FALSE,AOJE01000051.1,AOJE01000051.1_25,ORF21.faa,233.2,6.2e-72,195,"",,"","",,
26,26106,26339,FALSE,AOJE01000051.1,AOJE01000051.1_26,"",,,,"",,"","",,
27,26488,26769,FALSE,AOJE01000051.1,AOJE01000051.1_27,"",,,,"",,"","",,
28,26769,27005,FALSE,AOJE01000051.1,AOJE01000051.1_28,"",,,,"",,"","",,
29,27002,27916,FALSE,AOJE01000051.1,AOJE01000051.1_29,ORF17.faa,359.2,4.3e-110,291,"",,"","",,
30,27913,28017,FALSE,AOJE01000051.1,AOJE01000051.1_30,"",,,,"",,"","",,
31,28049,29308,FALSE,AOJE01000051.1,AOJE01000051.1_31,"",,,,RNA-guided endonuclease TnpB family protein,3.6e-44,putative transposase,Putative transposase DNA-binding domain [PF07282.14],IS200/IS605 family transposon protein TnpB [Halorubrum saccharovorum],860
32,29362,29499,TRUE,AOJE01000051.1,AOJE01000051.1_32,"",,,,"",,"","",,
33,29576,29893,FALSE,AOJE01000051.1,AOJE01000051.1_33,"",,,,"",,"","",,
34,29890,30270,FALSE,AOJE01000051.1,AOJE01000051.1_34,"",,,,"",,"","",,
35,30270,31013,FALSE,AOJE01000051.1,AOJE01000051.1_35,"",,,,"",,"","",,
36,31010,31243,FALSE,AOJE01000051.1,AOJE01000051.1_36,"",,,,"",,"","",,
37,31496,31804,FALSE,AOJE01000051.1,AOJE01000051.1_37,"",,,,"",,"","",,
38,31801,32118,FALSE,AOJE01000051.1,AOJE01000051.1_38,"",,,,"",,"","",,
39,32354,32644,FALSE,AOJE01000051.1,AOJE01000051.1_39,"",,,,"",,"","",,
40,32646,34139,FALSE,AOJE01000051.1,AOJE01000051.1_40,ORF10.faa,130.6,2.3e-40,160,"",,"","",,
41,34248,35015,FALSE,AOJE01000051.1,AOJE01000051.1_41,"",,,,Intergrase catalytic core,2.5e-25,"","",site-specific integrase [Halorubrum saccharovorum],512
42,35062,35661,FALSE,AOJE01000051.1,AOJE01000051.1_42,"",,,,"",,"","",,
43,35661,36479,FALSE,AOJE01000051.1,AOJE01000051.1_43,"",,,,"",,"","",,
44,36486,37475,FALSE,AOJE01000051.1,AOJE01000051.1_44,"",,,,"",,"","",,
45,37472,37612,FALSE,AOJE01000051.1,AOJE01000051.1_45,"",,,,mttA/Hcf106 family,1e-09,"","",twin-arginine translocase TatA/TatE family subunit [Halorubrum saccharovorum],87.4
46,37599,37829,FALSE,AOJE01000051.1,AOJE01000051.1_46,"",,,,"",,"","",,
47,37826,38638,FALSE,AOJE01000051.1,AOJE01000051.1_47,ORF8.faa,275.9,7.3e-85,257,"",,"","",,
48,38647,39438,FALSE,AOJE01000051.1,AOJE01000051.1_48,"",,,,Peptidase S8/S53 domain,1.3e-41,"","",S8 family serine peptidase [Halorubrum saccharovorum],484
49,39435,40301,FALSE,AOJE01000051.1,AOJE01000051.1_49,"",,,,"",,"","",S8 family serine peptidase [Halorubrum lacusprofundi],441
50,40298,44122,FALSE,AOJE01000051.1,AOJE01000051.1_50,ORF6.faa,956.5,8e-290,1228,"",,"","",COPI-like protein [Halorubrum lacusprofundi],1578
51,44457,45113,FALSE,AOJE01000051.1,AOJE01000051.1_51,"",,,,"",,"","",,
52,45433,46260,FALSE,AOJE01000051.1,AOJE01000051.1_52,"",,,,"",,"","",,
53,46307,48169,FALSE,AOJE01000051.1,AOJE01000051.1_53,"",,,,"",,"","",pNRC100 replication protein H-like protein [Halorubrum saccharovorum DSM 1137],1201
14,11467,11673,FALSE,AOLZ01000012.1,AOLZ01000012.1_14,"",,,,"",,"","",protein-glutamate O-methyltransferase CheR [Halobiforma nitratireducens],56.2
15,11957,12154,FALSE,AOLZ01000012.1,AOLZ01000012.1_15,"",,,,"",,"","",,
16,12460,13122,TRUE,AOLZ01000012.1,AOLZ01000012.1_16,"",,,,"",,"","",,
17,13280,15133,TRUE,AOLZ01000012.1,AOLZ01000012.1_17,"",,,,Integrin alpha N-terminal domain,3.66e-15,"","",VCBS repeat-containing protein [Halobiforma lacisalsi],1280
18,15136,15738,TRUE,AOLZ01000012.1,AOLZ01000012.1_18,"",,,,"",,"","",,
19,15743,19432,TRUE,AOLZ01000012.1,AOLZ01000012.1_19,ORF6.faa,1247.8,0,1177,Quinoprotein alcohol dehydrogenase-like,7.06e-55,"","",,
20,19445,21022,TRUE,AOLZ01000012.1,AOLZ01000012.1_20,"",,,,Peptidase S8/S53 domain,8.2e-50,"","",S8 family serine peptidase [Halobiforma lacisalsi],1007
21,21028,21840,TRUE,AOLZ01000012.1,AOLZ01000012.1_21,ORF8.faa,307,1e-93,259,"",,"","",,
22,21958,23379,TRUE,AOLZ01000012.1,AOLZ01000012.1_22,ORF10.faa,143,1.6e-43,117,Protein of unknown function (DUF2808),1.9e-07,"","",,
23,23572,24282,TRUE,AOLZ01000012.1,AOLZ01000012.1_23,"",,,,"",,"","",,
24,24287,24478,TRUE,AOLZ01000012.1,AOLZ01000012.1_24,"",,,,"",,"","",,
25,24538,24795,TRUE,AOLZ01000012.1,AOLZ01000012.1_25,"",,,,"",,"","",,
26,24798,25061,TRUE,AOLZ01000012.1,AOLZ01000012.1_26,"",,,,"",,"","",,
27,25064,26422,TRUE,AOLZ01000012.1,AOLZ01000012.1_27,ORF17.faa,397.8,3.2e-121,289,"",,"","",,
28,26419,26730,TRUE,AOLZ01000012.1,AOLZ01000012.1_28,"",,,,"",,"","",,
29,26727,27032,TRUE,AOLZ01000012.1,AOLZ01000012.1_29,"",,,,"",,"","",,
30,27079,27318,TRUE,AOLZ01000012.1,AOLZ01000012.1_30,"",,,,"",,"","",,
31,27315,27983,TRUE,AOLZ01000012.1,AOLZ01000012.1_31,ORF21.faa,234.3,1.1e-71,196,"",,"","",,
32,27980,28975,TRUE,AOLZ01000012.1,AOLZ01000012.1_32,"",,,,"",,"","",,
33,28990,30336,TRUE,AOLZ01000012.1,AOLZ01000012.1_33,ORF23.faa,550.9,2e-167,425,"",,"","",,
34,30340,32361,TRUE,AOLZ01000012.1,AOLZ01000012.1_34,ORF24.faa,706.9,1.5e-214,521,"",,"","",,
35,32367,34847,TRUE,AOLZ01000012.1,AOLZ01000012.1_35,"",,,,"",,"","",,
36,34850,35788,TRUE,AOLZ01000012.1,AOLZ01000012.1_36,"",,,,Nucleic acid-binding proteins,6.68e-27,"","",minichromosome maintenance protein MCM [Halobiforma lacisalsi],628
37,36175,36984,TRUE,AOLZ01000012.1,AOLZ01000012.1_37,"",,,,"",,"","",,
38,36981,37220,TRUE,AOLZ01000012.1,AOLZ01000012.1_38,"",,,,"",,"","",,
39,37224,37724,TRUE,AOLZ01000012.1,AOLZ01000012.1_39,"",,,,"",,"","",,
10,9375,9689,FALSE,AOMA01000019.1,AOMA01000019.1_10,"",,,,"",,"","",,
11,9696,9932,FALSE,AOMA01000019.1,AOMA01000019.1_11,"",,,,"",,"","",,
12,9929,10651,FALSE,AOMA01000019.1,AOMA01000019.1_12,"",,,,"",,"","",,
13,10669,11655,FALSE,AOMA01000019.1,AOMA01000019.1_13,"",,,,S49_Sppa_N_C,5.66675e-66,"","",signal peptide peptidase SppA [Halobiforma nitratireducens],638
14,11834,12256,FALSE,AOMA01000019.1,AOMA01000019.1_14,"",,,,"",,"","",,
15,12259,13281,FALSE,AOMA01000019.1,AOMA01000019.1_15,ORF10.faa,293.6,2.3e-90,325,"",,"","",,
16,13394,14203,FALSE,AOMA01000019.1,AOMA01000019.1_16,ORF8.faa,323.9,6.2e-100,253,"",,"","",,
17,14213,15760,FALSE,AOMA01000019.1,AOMA01000019.1_17,"",,,,Peptidase S8/S53 domain,3.2e-48,"","",S8 family serine peptidase [Halobiforma nitratireducens],1014
18,15774,19247,FALSE,AOMA01000019.1,AOMA01000019.1_18,ORF6.faa,1054.4,0,1085,Quinoprotein alcohol dehydrogenase-like,5.81e-21,"","",,
19,19404,20075,FALSE,AOMA01000019.1,AOMA01000019.1_19,"",,,,"",,"","",,
20,20387,20584,TRUE,AOMA01000019.1,AOMA01000019.1_20,"",,,,"",,"","",,
618,618330,618902,FALSE,AP017558.1,AP017558.1_618,"",,,,HIT FAMILY HYDROLASE,1.3e-53,"","",HIT domain-containing protein [Halopenitus persicus],392
619,619022,620143,TRUE,AP017558.1,AP017558.1_619,"",,,,AMINOPEPTIDASE,1.1e-93,"","",aminopeptidase [Halopenitus persicus],730
620,620292,621422,TRUE,AP017558.1,AP017558.1_620,"",,,,GATE DOMAIN-CONTAINING PROTEIN,6.2e-71,"","",nucleoside recognition protein [Halorubrum aquaticum],407
621,621490,621993,TRUE,AP017558.1,AP017558.1_621,"",,,,HPP family,2.8e-13,"","",HPP family protein [Halopenitus persicus],299
622,622164,622292,FALSE,AP017558.1,AP017558.1_622,"",,,,"",,"","",,
623,622367,623716,FALSE,AP017558.1,AP017558.1_623,ORF6.faa,64.5,8.1e-19,145,Quinoprotein alcohol dehydrogenase-like,7.06e-43,"","",PQQ-binding-like beta-propeller repeat protein [Saliphagus sp. WLHS1],456
624,623804,624100,FALSE,AP017558.1,AP017558.1_624,"",,,,"",,"","",,
625,624206,624550,FALSE,AP017558.1,AP017558.1_625,"",,,,"",,"","",,
626,624710,625294,TRUE,AP017558.1,AP017558.1_626,"",,,,NosL,2e-33,"","",nitrous oxide reductase accessory protein NosL [Halopenitus persicus],401
627,625291,626196,TRUE,AP017558.1,AP017558.1_627,"",,,,Cytochrome C biogenesis protein transmembrane region,6.4e-44,"","",MULTISPECIES: sulfite exporter TauE/SafE family protein [Halorubrum],325
628,626295,627008,FALSE,AP017558.1,AP017558.1_628,"",,,,Glutaredoxin,6e-24,"","",SCO family protein [Halopenitus persicus],464
629,627175,627513,FALSE,AP017558.1,AP017558.1_629,"",,,,"",,"","",,
630,627688,628188,TRUE,AP017558.1,AP017558.1_630,"",,,,"TRANSCRIPTIONAL REGULATOR, TRMB",7.7e-24,"","",ArsR family transcriptional regulator [Halopenitus persicus],328
631,628274,629143,FALSE,AP017558.1,AP017558.1_631,"",,,,"",,"","",copper ABC transporter permease [Halopenitus persicus],529
632,629140,629964,FALSE,AP017558.1,AP017558.1_632,"",,,,ABC_DR_subfamily_A,2.37561e-57,"","",ABC transporter ATP-binding protein [Halopenitus persicus],509
633,629964,632216,FALSE,AP017558.1,AP017558.1_633,"",,,,Pectin lyase-like,6.29e-42,"","",nitrous oxidase accessory protein NosD [Halorubrum trapanicum],646
634,633070,633822,FALSE,AP017558.1,AP017558.1_634,"",,,,"HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, ICLR FAMILY",9.3e-43,"","",IclR family transcriptional regulator [Halopenitus persicus],491
635,634075,635214,TRUE,AP017558.1,AP017558.1_635,"",,,,glycine cleavage system aminomethyltransferase GcvT,9.2e-100,"","",glycine cleavage system aminomethyltransferase GcvT [Halopenitus persicus],771
636,635217,635597,TRUE,AP017558.1,AP017558.1_636,"",,,,GCS_H,5.23595e-45,"","",glycine cleavage system protein GcvH [Halopenitus persicus],250
637,635601,636989,TRUE,AP017558.1,AP017558.1_637,"",,,,GLYCINE CLEAVAGE SYSTEM P-PROTEIN,0,"","",aminomethyl-transferring glycine dehydrogenase subunit GcvPA [Halopenitus persicus],894
638,636989,638416,TRUE,AP017558.1,AP017558.1_638,"",,,,"GLYCINE DEHYDROGENASE, DECARBOXYLATING",0,"","",aminomethyl-transferring glycine dehydrogenase subunit GcvPB [Halopenitus persicus],946
639,638622,639929,TRUE,AP017558.1,AP017558.1_639,"",,,,threonine ammonia-lyase,5.5e-128,"","",threonine ammonia-lyase [Halopenitus persicus],823
640,640011,641432,FALSE,AP017558.1,AP017558.1_640,"",,,,DISULFIDE OXIDOREDUCTASE,0,"","",dihydrolipoyl dehydrogenase [Halopenitus persicus],902
641,641675,642352,FALSE,AP017558.1,AP017558.1_641,"",,,,INNER MEMBRANE PROTEIN,7.2e-40,"","",TRIC cation channel family protein [Halopenitus persicus],422
642,642578,643327,TRUE,AP017558.1,AP017558.1_642,"",,,,Domain of unknown function (DUF5058),6.4e-79,"","",protein of unknown function [Halopenitus persicus],456
643,643329,644075,TRUE,AP017558.1,AP017558.1_643,"",,,,"",,"","",,
644,644131,645414,TRUE,AP017558.1,AP017558.1_644,"",,,,Amidohydrol_AmhX,3.9e-107,"","",amidohydrolase [Halopenitus persicus],839
645,645911,648361,FALSE,AP017558.1,AP017558.1_645,"",,,,Amino acid/polyamine transporter I,6.9e-95,"","",amino acid permease [Halopenitus persicus],1536
646,648726,649241,TRUE,AP017558.1,AP017558.1_646,"",,,,"",,"","",,
647,649242,649448,TRUE,AP017558.1,AP017558.1_647,"",,,,"",,"","",tyrosine-type recombinase/integrase [Haloferax gibbonsii],79.3
648,649520,650173,TRUE,AP017558.1,AP017558.1_648,"",,,,Intergrase catalytic core,4.4e-37,"","",tyrosine-type recombinase/integrase [Halopenitus persicus],424
649,650510,651505,TRUE,AP017558.1,AP017558.1_649,"",,,,IS5 family transposase,2.3e-61,"","",IS5 family transposase [Natrialba sp. SSL1],508
650,651519,652754,FALSE,AP017558.1,AP017558.1_650,"",,,,Nucleotide-diphospho-sugar transferases,1.22e-15,"","",glycosyltransferase family 2 protein [Halopenitus persicus],815
651,652855,653445,TRUE,AP017558.1,AP017558.1_651,"",,,,"",,"","",,
652,653730,653840,FALSE,AP017558.1,AP017558.1_652,"",,,,"",,"","",,
653,653980,656226,TRUE,AP017558.1,AP017558.1_653,"",,,,"POLY-BETA-1,6-N-ACETYL-D-GLUCOSAMINE SYNTHASE",2.3e-68,"","",DUF1508 domain-containing protein [Halopenitus persicus],1462
654,656426,656821,FALSE,AP017558.1,AP017558.1_654,"",,,,"",,"","",,
655,657526,658035,TRUE,AP017558.1,AP017558.1_655,"",,,,"",,"","",,
656,658036,659082,TRUE,AP017558.1,AP017558.1_656,"",,,,DNA breaking-rejoining enzymes,3.24e-41,"","",tyrosine-type recombinase/integrase [Halopenitus persicus],694
657,659248,659493,TRUE,AP017558.1,AP017558.1_657,"",,,,Halobacterial output domain 1,4.1e-20,"","",,
658,659717,660400,TRUE,AP017558.1,AP017558.1_658,"",,,,IS5 family transposase,8.2e-51,"","",IS5 family transposase [Halopenitus persicus],468
659,660938,663475,TRUE,AP017558.1,AP017558.1_659,"",,,,"",,"","",,
660,663586,663993,TRUE,AP017558.1,AP017558.1_660,"",,,,"",,"","",,
661,664036,664326,TRUE,AP017558.1,AP017558.1_661,"",,,,"",,"","",,
662,664317,664628,FALSE,AP017558.1,AP017558.1_662,"",,,,"",,"","",,
663,665044,665664,FALSE,AP017558.1,AP017558.1_663,"",,,,"",,"","",,
664,665674,666204,FALSE,AP017558.1,AP017558.1_664,"",,,,"",,"","",,
665,666311,666736,TRUE,AP017558.1,AP017558.1_665,"",,,,"",,"","",,
666,666875,667459,TRUE,AP017558.1,AP017558.1_666,"",,,,"",,"","",,
667,667515,667799,TRUE,AP017558.1,AP017558.1_667,"",,,,"",,"","",,
668,667917,668123,TRUE,AP017558.1,AP017558.1_668,"",,,,"",,"","",,
669,668141,668359,FALSE,AP017558.1,AP017558.1_669,"",,,,Uncharacterized protein conserved in bacteria (DUF2188),8.1e-12,"","",DUF2188 domain-containing protein [Halopenitus persicus],138
670,668493,668879,TRUE,AP017558.1,AP017558.1_670,"",,,,"",,"","",,
671,668961,669062,TRUE,AP017558.1,AP017558.1_671,"",,,,"",,"","",,
672,669551,670045,FALSE,AP017558.1,AP017558.1_672,"",,,,SLR1870 PROTEIN,1.1e-32,"","",NYN domain-containing protein [Halopenitus persicus],316
673,670159,671385,FALSE,AP017558.1,AP017558.1_673,"",,,,RNA-guided endonuclease TnpB family protein,2.4e-82,"","",RNA-guided endonuclease TnpB family protein [Halopenitus persicus],813
674,671666,672043,TRUE,AP017558.1,AP017558.1_674,"",,,,glycine cleavage system protein GcvH,3.8e-46,"","",glycine cleavage system protein GcvH [Halopenitus persicus],250
675,672048,673352,FALSE,AP017558.1,AP017558.1_675,"",,,,CoA-transferase family III,0,"","",CoA transferase [Halopenitus persicus],862
676,673474,675126,FALSE,AP017558.1,AP017558.1_676,"",,,,INNER MEMBRANE ABC TRANSPORTER PERMEASE PROTEIN YDCV,2e-118,"","",iron ABC transporter permease [Halopenitus persicus],998
677,675191,675787,TRUE,AP017558.1,AP017558.1_677,"",,,,"",,"","",gluconate 2-dehydrogenase subunit 3 family protein [Halorubrum sp. LN27],197
678,675784,677445,TRUE,AP017558.1,AP017558.1_678,"",,,,PYRANOSE 2-OXIDASE,6.1e-88,"","",GMC family oxidoreductase [Halopenitus persicus],1136
679,677591,678445,TRUE,AP017558.1,AP017558.1_679,"",,,,dolichyl-phosphate hexose transferase,6.5e-124,"","",dolichyl-phosphate hexose transferase [Halopenitus persicus],506
680,678598,678987,TRUE,AP017558.1,AP017558.1_680,"",,,,ferredoxin Fer,8.2e-67,"","",ferredoxin Fer [Halopenitus persicus],265
681,679202,679414,TRUE,AP017558.1,AP017558.1_681,"",,,,"",,"","",,
682,679433,679684,FALSE,AP017558.1,AP017558.1_682,"",,,,"",,"","",,
683,679763,681328,FALSE,AP017558.1,AP017558.1_683,"",,,,TWO-COMPONENT HISTIDINE KINASE,1.6e-50,"","",GAF domain-containing sensor histidine kinase [Halopenitus persicus],993
684,681583,684474,TRUE,AP017558.1,AP017558.1_684,"",,,,"ATP7, ISOFORM B",0,"","",cation-translocating P-type ATPase [Halopenitus persicus],1632
685,684514,684942,FALSE,AP017558.1,AP017558.1_685,"",,,,HUPs,1e-37,"","",universal stress protein [Halopenitus persicus],254
686,685193,685513,FALSE,AP017558.1,AP017558.1_686,"",,,,Dimeric alpha+beta barrel,2.08e-18,"","",DUF4188 domain-containing protein [Halopenitus persicus],221
687,685626,685973,TRUE,AP017558.1,AP017558.1_687,"",,,,"",,"","",MarR family transcriptional regulator [Halorubrum depositum],216
688,686196,686801,TRUE,AP017558.1,AP017558.1_688,"",,,,OsmC-like,1.34e-12,"","",OsmC family peroxiredoxin [Halopenitus persicus],377
689,686815,687900,TRUE,AP017558.1,AP017558.1_689,"",,,,METHYLTRANSFERASE TYPE 11,2e-76,"","",methyltransferase domain-containing protein [Halopenitus persicus],726
690,687948,689153,FALSE,AP017558.1,AP017558.1_690,"",,,,MFS general substrate transporter,6.28e-54,"","",MFS transporter [Halopenitus persicus],679
691,689320,690012,FALSE,AP017558.1,AP017558.1_691,"",,,,"",,"","",,
692,690189,691913,FALSE,AP017558.1,AP017558.1_692,"",,,,Cytochrome c oxidase subunit I-like,2.35e-49,"","",cbb3-type cytochrome c oxidase subunit I [Halopenitus persicus],1121
693,691915,692457,FALSE,AP017558.1,AP017558.1_693,"",,,,Cupredoxins,3.01e-17,"","",cytochrome C oxidase subunit II [Halopenitus persicus],391
694,692464,692619,FALSE,AP017558.1,AP017558.1_694,"",,,,"",,"","",,
695,692627,692899,FALSE,AP017558.1,AP017558.1_695,"",,,,"",,"","",,
696,693036,693635,TRUE,AP017558.1,AP017558.1_696,"",,,,"",,"","",,
697,693800,694273,TRUE,AP017558.1,AP017558.1_697,"",,,,"",,"","",,
698,694467,695888,FALSE,AP017558.1,AP017558.1_698,"",,,,heme o synthase,1.8e-83,"","",heme o synthase [Halopenitus persicus],644
699,696076,697374,TRUE,AP017558.1,AP017558.1_699,"",,,,MFS general substrate transporter,5.36e-50,"","",MFS transporter [Halopenitus persicus],759
700,697408,698712,FALSE,AP017558.1,AP017558.1_700,"",,,,Quinoprotein alcohol dehydrogenase-like,9.16e-16,"","",PQQ-binding-like beta-propeller repeat protein [Halopenitus persicus],866
701,698922,700091,TRUE,AP017558.1,AP017558.1_701,"",,,,"",,"","",,
702,700093,700488,FALSE,AP017558.1,AP017558.1_702,"",,,,PIN domain-like,1.12e-16,"","",PIN domain-containing protein [Halopenitus persicus],253
703,700485,700682,FALSE,AP017558.1,AP017558.1_703,"",,,,Putative antitoxin,1.6e-08,"","",antitoxin VapB family protein [Halopenitus persicus],119
704,700979,701449,FALSE,AP017558.1,AP017558.1_704,"",,,,Jelly Rolls,6.6e-25,"","",cupin domain-containing protein [Halopenitus persicus],311
705,701690,701860,TRUE,AP017558.1,AP017558.1_705,"",,,,"",,"","",,
706,702374,703183,FALSE,AP017558.1,AP017558.1_706,"",,,,"HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, ICLR FAMILY",6.7e-38,"","",IclR family transcriptional regulator [Halopenitus persicus],530
707,703818,704924,TRUE,AP017558.1,AP017558.1_707,"",,,,Pentein,1.12e-25,"","",amidinotransferase [Natronorubrum tibetense GA33],601
708,705270,706355,TRUE,AP017558.1,AP017558.1_708,"",,,,Periplasmic binding protein-like II,9.97e-45,"","",extracellular solute-binding protein [Halopenitus persicus],718
709,706370,707503,TRUE,AP017558.1,AP017558.1_709,"",,,,SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA,4e-118,"","",ABC transporter ATP-binding protein [Halopenitus persicus],731
710,707508,708428,TRUE,AP017558.1,AP017558.1_710,"",,,,INNER MEMBRANE ABC TRANSPORTER PERMEASE PROTEIN YDCU-RELATED-RELATED,4e-80,"","",ABC transporter permease [Halopenitus persicus],575
711,708428,709270,TRUE,AP017558.1,AP017558.1_711,"",,,,PUTRESCINE TRANSPORT SYSTEM PERMEASE PROTEIN POTI,2.4e-68,"","",ABC transporter permease [Halopenitus persicus],538
712,709354,709446,FALSE,AP017558.1,AP017558.1_712,"",,,,"",,"","",,
713,709535,711151,TRUE,AP017558.1,AP017558.1_713,"",,,,PEPTIDASE M20,4.6e-39,"","",peptidase M20 [Halopenitus persicus],1133
714,711188,712858,TRUE,AP017558.1,AP017558.1_714,"",,,,THIAMINE PYROPHOSPHATE ENZYMES,3.7e-88,"","",thiamine pyrophosphate-binding protein [Halopenitus persicus],1096
715,712912,713340,TRUE,AP017558.1,AP017558.1_715,"",,,,Jelly Rolls,6.8e-15,"","",cupin domain-containing protein [Halopenitus persicus],258
716,713563,713757,FALSE,AP017558.1,AP017558.1_716,"",,,,"",,"","",,
717,713933,714151,FALSE,AP017558.1,AP017558.1_717,"",,,,"",,"","",,
718,714266,715231,TRUE,AP017558.1,AP017558.1_718,"",,,,ARSENITE EFFLUX TRANSPORTER,1.7e-34,"","",arsenic resistance protein [Halopenitus persicus],588
