gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
CP050018.1_85	598	CDD	PBP2_NikA_DppA_OppA_like	216	592	4.22893e-47	CP050018.1	85
CP050018.1_85	598	PANTHER	PERIPLASMIC BINDING COMPONENT OF ABC TRANSPORTER	41	188	4.1e-49	CP050018.1	85
CP050018.1_73	159	Gene3D	Glutaredoxin	1	156	8.1e-40	CP050018.1	73
CP050018.1_73	159	SUPERFAMILY	Thioredoxin-like	1	157	6.41e-37	CP050018.1	73
CP050018.1_73	159	PIRSF	AHPC	1	156	1.5e-23	CP050018.1	73
CP050018.1_73	159	Pfam	AhpC/TSA family	5	134	4.3e-29	CP050018.1	73
CP050018.1_73	159	PANTHER	THIOL PEROXIDASE	1	156	1.5e-23	CP050018.1	73
CP050018.1_150	443	Pfam	Transporter associated domain	359	435	2.7e-21	CP050018.1	150
CP050018.1_150	443	SUPERFAMILY	FAD-binding/transporter-associated domain-like	356	439	1.01e-20	CP050018.1	150
CP050018.1_150	443	CDD	CBS_pair_CorC_HlyC_assoc	219	338	1.78308e-38	CP050018.1	150
CP050018.1_150	443	Pfam	Cyclin M transmembrane N-terminal domain	13	205	5.7e-50	CP050018.1	150
CP050018.1_150	443	SMART	cbs_1	229	279	4.3e-06	CP050018.1	150
CP050018.1_150	443	SUPERFAMILY	CBS-domain pair	209	351	3.54e-29	CP050018.1	150
CP050018.1_150	443	SMART	CorC_HlyC_2	358	436	2.2e-23	CP050018.1	150
CP050018.1_150	443	PANTHER	UPF0053 PROTEIN YRKA	8	439	0	CP050018.1	150
CP050018.1_150	443	Pfam	CBS domain	220	278	8.9e-08	CP050018.1	150
CP050018.1_50	263	Gene3D	Vaccinia Virus protein VP39	53	258	3.6e-19	CP050018.1	50
CP050018.1_50	263	Pfam	Methyltransferase domain	104	233	7.5e-15	CP050018.1	50
CP050018.1_50	263	SUPERFAMILY	S-adenosyl-L-methionine-dependent methyltransferases	48	236	8.31e-12	CP050018.1	50
CP050018.1_81	438	PANTHER	PQQ ENZYME REPEAT PROTEIN-RELATED	150	326	4.6e-09	CP050018.1	81
CP050018.1_81	438	SUPERFAMILY	NHL repeat	57	327	3.92e-16	CP050018.1	81
CP050018.1_81	438	Pfam	Arylsulfotransferase (ASST)	174	323	1.4e-07	CP050018.1	81
CP050018.1_79	471	SUPERFAMILY	Ribonuclease H-like	275	452	1.82e-09	CP050018.1	79
CP050018.1_79	471	Pfam	Transposase DDE domain	264	409	3.1e-06	CP050018.1	79
CP050018.1_79	471	PANTHER	THIRD ORF IN TRANSPOSON ISC1160	217	446	2.3e-10	CP050018.1	79
CP050018.1_151	289	Gene3D	HUPs	142	287	1.1e-31	CP050018.1	151
CP050018.1_151	289	SUPERFAMILY	Adenine nucleotide alpha hydrolases-like	1	138	4.26e-35	CP050018.1	151
CP050018.1_151	289	CDD	USP_Like	5	135	2.2847e-21	CP050018.1	151
CP050018.1_151	289	CDD	USP_Like	151	285	1.55452e-24	CP050018.1	151
CP050018.1_151	289	Gene3D	HUPs	1	139	8.9e-36	CP050018.1	151
CP050018.1_151	289	PRINTS	Universal stress protein signature	2	20	3.7e-14	CP050018.1	151
CP050018.1_151	289	PRINTS	Universal stress protein signature	98	110	3.7e-14	CP050018.1	151
CP050018.1_151	289	PRINTS	Universal stress protein signature	116	138	3.7e-14	CP050018.1	151
CP050018.1_151	289	PANTHER	STRESS RESPONSE PROTEIN NHAX	45	138	1.3e-43	CP050018.1	151
CP050018.1_151	289	Pfam	Universal stress protein family	149	285	2.5e-27	CP050018.1	151
CP050018.1_151	289	Pfam	Universal stress protein family	1	137	1.5e-31	CP050018.1	151
CP050018.1_151	289	SUPERFAMILY	Adenine nucleotide alpha hydrolases-like	149	286	1.47e-29	CP050018.1	151
CP050018.1_87	166	SMART	YBR022w_8	2	131	7.7e-11	CP050018.1	87
CP050018.1_87	166	PANTHER	GANGLIOSIDE INDUCED DIFFERENTIATION ASSOCIATED PROTEIN 2-RELATED	5	155	6.8e-09	CP050018.1	87
CP050018.1_87	166	Pfam	Macro domain	19	131	2.3e-17	CP050018.1	87
CP050018.1_87	166	SUPERFAMILY	Macro domain-like	2	163	6.39e-28	CP050018.1	87
CP050018.1_87	166	Gene3D	Leucine Aminopeptidase, subunit E, domain 1	1	166	1.3e-32	CP050018.1	87
CP050018.1_119	238	SUPERFAMILY	Acyl-CoA N-acyltransferases (Nat)	16	181	4.12e-15	CP050018.1	119
CP050018.1_152	292	Gene3D	HUPs	1	138	7.4e-38	CP050018.1	152
CP050018.1_152	292	Pfam	Universal stress protein family	1	137	9.9e-34	CP050018.1	152
CP050018.1_152	292	Pfam	Universal stress protein family	151	285	2.7e-25	CP050018.1	152
CP050018.1_152	292	PANTHER	STRESS RESPONSE PROTEIN NHAX	57	138	8.4e-48	CP050018.1	152
CP050018.1_152	292	SUPERFAMILY	Adenine nucleotide alpha hydrolases-like	1	139	4.4e-35	CP050018.1	152
CP050018.1_152	292	CDD	USP_Like	5	137	7.64019e-32	CP050018.1	152
CP050018.1_152	292	Gene3D	HUPs	146	288	3.8e-32	CP050018.1	152
CP050018.1_152	292	PRINTS	Universal stress protein signature	2	20	8e-15	CP050018.1	152
CP050018.1_152	292	PRINTS	Universal stress protein signature	98	110	8e-15	CP050018.1	152
CP050018.1_152	292	PRINTS	Universal stress protein signature	116	138	8e-15	CP050018.1	152
CP050018.1_152	292	CDD	USP_Like	151	284	2.66428e-26	CP050018.1	152
CP050018.1_152	292	SUPERFAMILY	Adenine nucleotide alpha hydrolases-like	149	287	6.35e-29	CP050018.1	152
CP050018.1_101	178	CDD	HNHc	102	156	5.09632e-07	CP050018.1	101
CP050018.1_101	178	Pfam	HNH endonuclease	123	157	1.4e-10	CP050018.1	101
CP050018.1_101	178	SMART	HNH_5	105	153	9.8e-07	CP050018.1	101
CP050018.1_136	267	NCBIfam	CRISPR-associated endoribonuclease Cas6	39	250	3.9e-25	CP050018.1	136
CP050018.1_136	267	Pfam	CRISPR associated protein Cas6, C-terminal	118	252	1.4e-17	CP050018.1	136
CP050018.1_136	267	PANTHER	CRISPR-ASSOCIATED ENDORIBONUCLEASE CAS6 1	1	255	1.5e-15	CP050018.1	136
CP050018.1_140	873	NCBIfam	CRISPR-associated endonuclease Cas3''	20	228	1.5e-17	CP050018.1	140
CP050018.1_140	873	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	298	680	1.84e-24	CP050018.1	140
CP050018.1_140	873	SUPERFAMILY	HD-domain/PDEase-like	11	121	7.07e-06	CP050018.1	140
CP050018.1_140	873	CDD	Cas3''_I	14	189	1.62156e-21	CP050018.1	140
CP050018.1_140	873	CDD	DEXHc_cas3	301	483	2.6525e-32	CP050018.1	140
CP050018.1_140	873	Pfam	DEAD/DEAH box helicase	302	472	3.4e-06	CP050018.1	140
CP050018.1_84	206	Pfam	LexA-binding, inner membrane-associated putative hydrolase	56	178	2.5e-18	CP050018.1	84
CP050018.1_84	206	PANTHER	INNER MEMBRANE PROTEIN YBCI-RELATED	56	194	3.6e-09	CP050018.1	84
CP050018.1_146	375	SUPERFAMILY	DNA breaking-rejoining enzymes	15	366	2.38e-29	CP050018.1	146
CP050018.1_146	375	Pfam	Phage integrase family	170	360	1.6e-13	CP050018.1	146
CP050018.1_146	375	CDD	DNA_BRE_C	162	356	2.9156e-16	CP050018.1	146
CP050018.1_146	375	Gene3D	Intergrase catalytic core	135	373	3.8e-27	CP050018.1	146
CP050018.1_117	297	Pfam	Domain of unknown function (DUF4326)	10	106	1.4e-17	CP050018.1	117
CP050018.1_76	80	Pfam	Halobacterial output domain 1	6	70	5.4e-10	CP050018.1	76
CP050018.1_23	67	PANTHER	CALCIUM DODECIN	3	67	1.4e-13	CP050018.1	23
CP050018.1_23	67	Pfam	Dodecin	3	66	2.7e-17	CP050018.1	23
CP050018.1_23	67	SUPERFAMILY	Dodecin-like	1	66	2.62e-15	CP050018.1	23
CP050018.1_153	95	NCBIfam	amphi-Trp domain	5	76	2.3e-14	CP050018.1	153
CP050018.1_153	95	Pfam	Amphi-Trp domain	4	84	1e-20	CP050018.1	153
CP050018.1_178	471	PANTHER	GNT FAMILY GLUCONATE TRANSPORTER	16	468	1.5e-123	CP050018.1	178
CP050018.1_178	471	Pfam	GntP family permease	16	466	1.4e-97	CP050018.1	178
CP050018.1_178	471	NCBIfam	gluconate:H+ symporter	16	468	4.7e-90	CP050018.1	178
CP050018.1_77	274	Gene3D	"Metalloproteases (""zincins""), catalytic domain"	63	152	4.2e-25	CP050018.1	77
CP050018.1_77	274	PANTHER	PROTEASE HTPX	10	273	1.1e-56	CP050018.1	77
CP050018.1_77	274	Pfam	Peptidase family M48	70	273	2.8e-37	CP050018.1	77
CP050018.1_137	711	NCBIfam	type I-B CRISPR-associated protein Cas8b/Csh1	259	689	2.4e-56	CP050018.1	137
CP050018.1_137	711	Pfam	CRISPR-associated protein TM1802 (cas_TM1802)	468	689	2.7e-11	CP050018.1	137
CP050018.1_7	243	SUPERFAMILY	Glutathione synthetase ATP-binding domain-like	77	231	3.81e-08	CP050018.1	7
CP050018.1_45	44	Pfam	mttA/Hcf106 family	2	34	7.6e-10	CP050018.1	45
CP050018.1_179	100	Pfam	Transposase zinc-ribbon domain	14	59	3.7e-06	CP050018.1	179
CP050018.1_71	319	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	31	247	6.1e-16	CP050018.1	71
CP050018.1_71	319	SUPERFAMILY	Nucleic acid-binding proteins	21	234	4.63e-23	CP050018.1	71
CP050018.1_71	319	Pfam	MCM OB domain	95	218	1e-13	CP050018.1	71
CP050018.1_132	105	PANTHER	TRANSCRIPTIONAL REGULATOR YQJI	18	95	7.4e-11	CP050018.1	132
CP050018.1_132	105	Pfam	Transcriptional regulator PadR-like family	24	90	7.7e-18	CP050018.1	132
CP050018.1_132	105	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	6	97	4.29e-19	CP050018.1	132
CP050018.1_6	95	NCBIfam	amphi-Trp domain	7	79	1.3e-21	CP050018.1	6
CP050018.1_6	95	Pfam	Amphi-Trp domain	1	95	1.3e-34	CP050018.1	6
CP050018.1_159	94	Pfam	Antibiotic biosynthesis monooxygenase	14	70	6.9e-06	CP050018.1	159
CP050018.1_159	94	SUPERFAMILY	Dimeric alpha+beta barrel	11	81	7.16e-11	CP050018.1	159
CP050018.1_143	87	SUPERFAMILY	TTP0101/SSO1404-like	3	81	7.72e-20	CP050018.1	143
CP050018.1_143	87	Pfam	CRISPR associated protein Cas2	1	71	7.1e-18	CP050018.1	143
CP050018.1_143	87	PANTHER	CRISPR-ASSOCIATED ENDORIBONUCLEASE CAS2	1	84	1.5e-15	CP050018.1	143
CP050018.1_143	87	CDD	Cas2_I_II_III	5	80	1.34451e-24	CP050018.1	143
CP050018.1_143	87	NCBIfam	CRISPR-associated endonuclease Cas2	3	83	1.6e-12	CP050018.1	143
CP050018.1_19	98	Pfam	Helix-hairpin-helix domain	50	98	2.2e-12	CP050018.1	19
CP050018.1_19	98	SUPERFAMILY	RuvA domain 2-like	46	96	1.16e-10	CP050018.1	19
CP050018.1_116	263	SUPERFAMILY	DNA clamp	29	251	7.8e-10	CP050018.1	116
CP050018.1_142	330	NCBIfam	CRISPR-associated endonuclease Cas1	6	323	1.7e-90	CP050018.1	142
CP050018.1_142	330	PANTHER	CRISPR-ASSOCIATED ENDONUCLEASE CAS1	1	330	2.5e-109	CP050018.1	142
CP050018.1_142	330	CDD	Cas1_I-B	4	327	0	CP050018.1	142
CP050018.1_142	330	NCBIfam	type I-B CRISPR-associated endonuclease Cas1b	4	330	0	CP050018.1	142
CP050018.1_142	330	Pfam	CRISPR associated protein Cas1	6	285	1.1e-88	CP050018.1	142
CP050018.1_149	668	SUPERFAMILY	TrkA C-terminal domain-like	244	324	1.96e-12	CP050018.1	149
CP050018.1_149	668	PANTHER	BASIC AMINO ACID ANTIPORTER YFCC-RELATED	28	666	5e-123	CP050018.1	149
CP050018.1_149	668	SUPERFAMILY	TrkA C-terminal domain-like	376	459	6.28e-13	CP050018.1	149
CP050018.1_149	668	Pfam	Citrate transporter	40	612	6.4e-59	CP050018.1	149
CP050018.1_149	668	Pfam	TrkA-C domain	252	318	2.3e-07	CP050018.1	149
CP050018.1_138	364	NCBIfam	type I-B CRISPR-associated protein Cas7/Csh2	11	321	2.3e-108	CP050018.1	138
CP050018.1_138	364	Pfam	CRISPR-associated protein Cas7	10	295	4.8e-47	CP050018.1	138
CP050018.1_138	364	NCBIfam	CRISPR-associated protein, CT1132 family	8	310	3.2e-38	CP050018.1	138
CP050018.1_124	544	SUPERFAMILY	S-adenosyl-L-methionine-dependent methyltransferases	7	517	1.04e-52	CP050018.1	124
CP050018.1_124	544	Gene3D	Vaccinia Virus protein VP39	2	246	3.2e-38	CP050018.1	124
CP050018.1_124	544	Pfam	C-5 cytosine-specific DNA methylase	469	516	3.4e-07	CP050018.1	124
CP050018.1_124	544	Pfam	C-5 cytosine-specific DNA methylase	9	223	3.1e-15	CP050018.1	124
CP050018.1_124	544	Gene3D	DNA Methylase, subunit A, domain 2	382	509	5.7e-09	CP050018.1	124
CP050018.1_124	544	PRINTS	Cytosine-specific DNA methyltransferase signature	8	24	3.1e-09	CP050018.1	124
CP050018.1_124	544	PRINTS	Cytosine-specific DNA methyltransferase signature	144	158	3.1e-09	CP050018.1	124
CP050018.1_124	544	PRINTS	Cytosine-specific DNA methyltransferase signature	205	218	3.1e-09	CP050018.1	124
CP050018.1_124	544	PANTHER	CYTOSINE-SPECIFIC METHYLTRANSFERASE	3	233	1.4e-35	CP050018.1	124
CP050018.1_141	193	PANTHER	CRISPR-ASSOCIATED EXONUCLEASE CAS4	31	192	3.6e-42	CP050018.1	141
CP050018.1_141	193	NCBIfam	CRISPR-associated protein Cas4	35	191	8.5e-19	CP050018.1	141
CP050018.1_141	193	Pfam	Domain of unknown function DUF83	35	191	1.3e-46	CP050018.1	141
CP050018.1_37	156	Pfam	Archaeal Type IV pilin, N-terminal	12	88	9.7e-26	CP050018.1	37
CP050018.1_37	156	PANTHER	VNG6441H	4	135	6.6e-17	CP050018.1	37
CP050018.1_42	1164	SUPERFAMILY	YVTN repeat-like/Quinoprotein amine dehydrogenase	52	303	2.04e-18	CP050018.1	42
CP050018.1_96	77	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	3	65	8.13e-07	CP050018.1	96
CP050018.1_28	488	SUPERFAMILY	Pentapeptide repeat-like	79	244	2.62e-32	CP050018.1	28
CP050018.1_28	488	Pfam	Pentapeptide repeats (9 copies)	121	189	1.2e-06	CP050018.1	28
CP050018.1_28	488	Pfam	Pentapeptide repeats (8 copies)	88	119	9.6e-07	CP050018.1	28
CP050018.1_28	488	Pfam	Pentapeptide repeats (8 copies)	193	232	1.3e-09	CP050018.1	28
CP050018.1_28	488	PANTHER	THYLAKOID LUMENAL 17.4 KDA PROTEIN, CHLOROPLASTIC	122	203	7.8e-23	CP050018.1	28
CP050018.1_83	462	SUPERFAMILY	NHL repeat	87	360	2.14e-15	CP050018.1	83
CP050018.1_155	269	Pfam	AAA domain	2	177	4e-34	CP050018.1	155
CP050018.1_155	269	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	1	266	2.66e-42	CP050018.1	155
CP050018.1_155	269	PANTHER	P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASE	3	238	3.5e-38	CP050018.1	155
CP050018.1_155	269	CDD	ParAB_family	4	206	2.6423e-28	CP050018.1	155
CP050018.1_86	279	SUPERFAMILY	Acid phosphatase/Vanadium-dependent haloperoxidase	76	271	2.22e-17	CP050018.1	86
CP050018.1_86	279	CDD	PAP2_Aur1_like	84	259	1.54723e-23	CP050018.1	86
CP050018.1_86	279	Gene3D	Phosphatidic acid phosphatase type 2/haloperoxidase	69	275	1.5e-12	CP050018.1	86
CP050018.1_86	279	Pfam	PAP2 superfamily	94	252	3.8e-20	CP050018.1	86
CP050018.1_86	279	SMART	acid_phosph_2	139	256	8.5e-07	CP050018.1	86
CP050018.1_5	410	SUPERFAMILY	vWA-like	52	167	1.44e-11	CP050018.1	5
CP050018.1_5	410	Gene3D	von Willebrand factor, type A domain	38	177	2e-13	CP050018.1	5
CP050018.1_5	410	Pfam	von Willebrand factor type A domain	54	167	4.6e-08	CP050018.1	5
CP050018.1_161	398	Pfam	AAA domain	56	168	4.3e-14	CP050018.1	161
CP050018.1_161	398	PANTHER	CELL DIVISION CONTROL PROTEIN 6-RELATED	12	356	5.5e-45	CP050018.1	161
CP050018.1_161	398	FunFam	ORC1-type DNA replication protein	32	213	3.9e-58	CP050018.1	161
CP050018.1_161	398	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	14	286	6.46e-41	CP050018.1	161
CP050018.1_161	398	CDD	Cdc6_C	301	389	2.11772e-19	CP050018.1	161
CP050018.1_161	398	Pfam	CDC6, C terminal winged helix domain	312	391	1.1e-18	CP050018.1	161
CP050018.1_161	398	FunFam	ORC1-type DNA replication protein	200	291	9.7e-26	CP050018.1	161
CP050018.1_161	398	NCBIfam	orc1/cdc6 family replication initiation protein	14	382	4.2e-128	CP050018.1	161
CP050018.1_161	398	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	293	395	7.21e-13	CP050018.1	161
CP050018.1_161	398	SMART	Cdc6_C_2	308	393	2.1e-11	CP050018.1	161
CP050018.1_39	158	PANTHER	VNG6441H	3	79	2.9e-14	CP050018.1	39
CP050018.1_39	158	Pfam	Archaeal Type IV pilin, N-terminal	11	83	8.3e-26	CP050018.1	39
CP050018.1_82	526	PANTHER	MANNOSYLTRANSFERASE YKCB-RELATED	30	501	2.8e-16	CP050018.1	82
CP050018.1_82	526	Pfam	Dolichyl-phosphate-mannose-protein mannosyltransferase	95	255	1.8e-09	CP050018.1	82
CP050018.1_1	305	Pfam	AAA ATPase domain	18	137	2.3e-08	CP050018.1	1
CP050018.1_1	305	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	15	244	1.13e-27	CP050018.1	1
CP050018.1_1	305	CDD	AAA	33	140	4.39902e-07	CP050018.1	1
CP050018.1_139	262	Pfam	CRISPR-associated protein (Cas_Cas5)	19	189	7.2e-10	CP050018.1	139
CP050018.1_139	262	NCBIfam	type I-B CRISPR-associated protein Cas5b	19	261	3.6e-63	CP050018.1	139
CP050018.1_139	262	NCBIfam	CRISPR-associated protein Cas5	19	61	2.5e-09	CP050018.1	139
CP050018.1_112	284	Pfam	Protein of unknown function (DUF5131)	3	244	2.4e-61	CP050018.1	112
CP050018.1_32	202	CDD	HNHc	13	51	5.93906e-10	CP050018.1	32
CP050018.1_32	202	Pfam	Helix-hairpin-helix domain	149	195	9.7e-06	CP050018.1	32
CP050018.1_32	202	Pfam	HNH endonuclease	13	52	1.5e-10	CP050018.1	32
CP050018.1_32	202	SMART	HNH_5	2	50	3.5e-09	CP050018.1	32
CP050018.1_21	90	SUPERFAMILY	Ribbon-helix-helix	14	56	1.72e-10	CP050018.1	21
CP050018.1_21	90	Pfam	Ribbon-helix-helix protein, copG family	16	52	7.6e-06	CP050018.1	21
CP050018.1_21	90	CDD	RHH_NikR_HicB-like	14	54	2.88532e-11	CP050018.1	21
Eyre_NODE_236_length_33155_cov_19.932_44	255	PANTHER	PEPTIDASE S8	3	194	1e-22	Eyre_NODE_236_length_33155_cov_19.932	44
Eyre_NODE_236_length_33155_cov_19.932_44	255	Pfam	Subtilase family	2	174	2.3e-22	Eyre_NODE_236_length_33155_cov_19.932	44
Eyre_NODE_236_length_33155_cov_19.932_44	255	SUPERFAMILY	Subtilisin-like	2	217	5.37e-34	Eyre_NODE_236_length_33155_cov_19.932	44
Eyre_NODE_236_length_33155_cov_19.932_44	255	Gene3D	Peptidase S8/S53 domain	1	213	1.3e-38	Eyre_NODE_236_length_33155_cov_19.932	44
Eyre_NODE_236_length_33155_cov_19.932_23	422	Pfam	Phage integrase family	225	349	8.2e-07	Eyre_NODE_236_length_33155_cov_19.932	23
Eyre_NODE_236_length_33155_cov_19.932_23	422	Gene3D	Intergrase catalytic core	218	410	4.7e-17	Eyre_NODE_236_length_33155_cov_19.932	23
Eyre_NODE_236_length_33155_cov_19.932_23	422	SUPERFAMILY	DNA breaking-rejoining enzymes	103	345	2.68e-23	Eyre_NODE_236_length_33155_cov_19.932	23
Eyre_NODE_236_length_33155_cov_19.932_22	106	Pfam	Helix-turn-helix domain	18	74	1.2e-08	Eyre_NODE_236_length_33155_cov_19.932	22
Eyre_NODE_236_length_33155_cov_19.932_22	106	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	15	89	2.04e-13	Eyre_NODE_236_length_33155_cov_19.932	22
Eyre_NODE_236_length_33155_cov_19.932_22	106	CDD	HTH_ARSR	18	87	7.83281e-10	Eyre_NODE_236_length_33155_cov_19.932	22
Eyre_NODE_236_length_33155_cov_19.932_14	238	SUPERFAMILY	Ribonuclease H-like	2	144	3.59e-11	Eyre_NODE_236_length_33155_cov_19.932	14
Eyre_NODE_236_length_33155_cov_19.932_25	323	Pfam	MCM OB domain	108	227	9.9e-19	Eyre_NODE_236_length_33155_cov_19.932	25
Eyre_NODE_236_length_33155_cov_19.932_25	323	SUPERFAMILY	Nucleic acid-binding proteins	28	241	4.97e-33	Eyre_NODE_236_length_33155_cov_19.932	25
Eyre_NODE_236_length_33155_cov_19.932_25	323	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	245	6.8e-25	Eyre_NODE_236_length_33155_cov_19.932	25
Eyre_NODE_236_length_33155_cov_19.932_25	323	FunFam	DNA helicase	132	180	2.6e-08	Eyre_NODE_236_length_33155_cov_19.932	25
Eyre_NODE_236_length_33155_cov_19.932_15	136	Pfam	Homing endonuclease associated repeat	1	29	2.2e-09	Eyre_NODE_236_length_33155_cov_19.932	15
Eyre_NODE_236_length_33155_cov_19.932_6	174	Pfam	Protein of unknown function (DUF1643)	24	153	6.2e-40	Eyre_NODE_236_length_33155_cov_19.932	6
Eyre_NODE_236_length_33155_cov_19.932_5	594	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	506	587	1.52e-06	Eyre_NODE_236_length_33155_cov_19.932	5
Eyre_NODE_236_length_33155_cov_19.932_5	594	PANTHER	HELICASE MJ1565-RELATED	105	255	3.1e-19	Eyre_NODE_236_length_33155_cov_19.932	5
Eyre_NODE_236_length_33155_cov_19.932_5	594	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	26	269	4.89e-20	Eyre_NODE_236_length_33155_cov_19.932	5
Eyre_NODE_236_length_33155_cov_19.932_5	594	Pfam	Helicase HerA, central domain	41	81	2.8e-07	Eyre_NODE_236_length_33155_cov_19.932	5
Eyresouth_NODE_101_length_48437_cov_7.17035_3	420	Gene3D	Intergrase catalytic core	129	325	1.1e-22	Eyresouth_NODE_101_length_48437_cov_7.17035	3
Eyresouth_NODE_101_length_48437_cov_7.17035_3	420	CDD	DNA_BRE_C	149	309	2.07748e-13	Eyresouth_NODE_101_length_48437_cov_7.17035	3
Eyresouth_NODE_101_length_48437_cov_7.17035_3	420	SUPERFAMILY	DNA breaking-rejoining enzymes	133	316	1.56e-21	Eyresouth_NODE_101_length_48437_cov_7.17035	3
Eyresouth_NODE_101_length_48437_cov_7.17035_3	420	Pfam	Phage integrase family	133	312	3e-16	Eyresouth_NODE_101_length_48437_cov_7.17035	3
Eyresouth_NODE_101_length_48437_cov_7.17035_50	594	SUPERFAMILY	P-loop containing nucleoside triphosphate hydrolases	30	269	1.13e-18	Eyresouth_NODE_101_length_48437_cov_7.17035	50
Eyresouth_NODE_101_length_48437_cov_7.17035_50	594	PANTHER	HELICASE MJ1565-RELATED	104	253	9.6e-18	Eyresouth_NODE_101_length_48437_cov_7.17035	50
Eyresouth_NODE_101_length_48437_cov_7.17035_50	594	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	506	587	1.33e-06	Eyresouth_NODE_101_length_48437_cov_7.17035	50
Eyresouth_NODE_101_length_48437_cov_7.17035_36	114	CDD	HTH_ARSR	40	113	4.39789e-06	Eyresouth_NODE_101_length_48437_cov_7.17035	36
Eyresouth_NODE_101_length_48437_cov_7.17035_36	114	Pfam	Bacterial regulatory protein, arsR family	45	91	2.5e-07	Eyresouth_NODE_101_length_48437_cov_7.17035	36
Eyresouth_NODE_101_length_48437_cov_7.17035_36	114	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	41	107	9.91e-10	Eyresouth_NODE_101_length_48437_cov_7.17035	36
Eyresouth_NODE_101_length_48437_cov_7.17035_41	241	SUPERFAMILY	Ribonuclease H-like	2	146	3.61e-08	Eyresouth_NODE_101_length_48437_cov_7.17035	41
Eyresouth_NODE_101_length_48437_cov_7.17035_31	420	Gene3D	Intergrase catalytic core	218	410	2.8e-16	Eyresouth_NODE_101_length_48437_cov_7.17035	31
Eyresouth_NODE_101_length_48437_cov_7.17035_31	420	SUPERFAMILY	DNA breaking-rejoining enzymes	103	345	1.24e-22	Eyresouth_NODE_101_length_48437_cov_7.17035	31
Eyresouth_NODE_101_length_48437_cov_7.17035_31	420	Pfam	Phage integrase family	225	349	2.8e-06	Eyresouth_NODE_101_length_48437_cov_7.17035	31
Eyresouth_NODE_101_length_48437_cov_7.17035_29	323	Pfam	MCM OB domain	108	227	7.7e-19	Eyresouth_NODE_101_length_48437_cov_7.17035	29
Eyresouth_NODE_101_length_48437_cov_7.17035_29	323	SUPERFAMILY	Nucleic acid-binding proteins	27	241	1.59e-34	Eyresouth_NODE_101_length_48437_cov_7.17035	29
Eyresouth_NODE_101_length_48437_cov_7.17035_29	323	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	245	6.3e-26	Eyresouth_NODE_101_length_48437_cov_7.17035	29
Eyresouth_NODE_101_length_48437_cov_7.17035_29	323	FunFam	DNA helicase	132	180	2.5e-09	Eyresouth_NODE_101_length_48437_cov_7.17035	29
Eyresouth_NODE_101_length_48437_cov_7.17035_14	365	PANTHER	SIMILAR TO CYSTEINE PROTEINASE	8	358	3e-15	Eyresouth_NODE_101_length_48437_cov_7.17035	14
Eyresouth_NODE_101_length_48437_cov_7.17035_14	365	Pfam	FG-GAP-like repeat	70	132	1e-08	Eyresouth_NODE_101_length_48437_cov_7.17035	14
Eyresouth_NODE_101_length_48437_cov_7.17035_14	365	SUPERFAMILY	Integrin alpha N-terminal domain	16	359	2.79e-23	Eyresouth_NODE_101_length_48437_cov_7.17035	14
Eyresouth_NODE_101_length_48437_cov_7.17035_49	174	Pfam	Protein of unknown function (DUF1643)	24	153	1.9e-39	Eyresouth_NODE_101_length_48437_cov_7.17035	49
Eyresouth_NODE_101_length_48437_cov_7.17035_1	249	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	12	242	9.3e-32	Eyresouth_NODE_101_length_48437_cov_7.17035	1
Eyresouth_NODE_101_length_48437_cov_7.17035_1	249	Pfam	MCM N-terminal domain	19	81	5.5e-09	Eyresouth_NODE_101_length_48437_cov_7.17035	1
Eyresouth_NODE_101_length_48437_cov_7.17035_1	249	Pfam	MCM OB domain	108	224	5.6e-23	Eyresouth_NODE_101_length_48437_cov_7.17035	1
Eyresouth_NODE_101_length_48437_cov_7.17035_1	249	SUPERFAMILY	Nucleic acid-binding proteins	16	227	7.02e-39	Eyresouth_NODE_101_length_48437_cov_7.17035	1
Eyresouth_NODE_101_length_48437_cov_7.17035_10	537	SUPERFAMILY	Subtilisin-like	210	498	1.07e-48	Eyresouth_NODE_101_length_48437_cov_7.17035	10
Eyresouth_NODE_101_length_48437_cov_7.17035_10	537	Pfam	Subtilase family	223	472	2.4e-37	Eyresouth_NODE_101_length_48437_cov_7.17035	10
