	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
JAJCVI010000002.1_JAJCVI010000002.1_466	JAJCVI010000002.1	JAJCVI010000002.1	466	466642	467313	1	C	K02501	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	MER0272582	C26	MER0272582 - imidazole glycerol phosphate synthase subunit HisH (Haloarcula hispanica) [C26.965]#C26#{peptidase unit: 1-215}~source YP_004794696~	True	0.807	345.0	6.276e-107	Glutamine amidotransferase class-I [PF00117.31]; SNO glutamine amidotransferase family [PF01174.22]; Peptidase C26 [PF07722.16]; CobB/CobQ-like glutamine amidotransferase domain [PF07685.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_467	JAJCVI010000002.1	JAJCVI010000002.1	467	467340	467753	-1	D										Family of unknown function (DUF5809) [PF19125.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_468	JAJCVI010000002.1	JAJCVI010000002.1	468	467778	468260	-1	D										Family of unknown function (DUF5810) [PF19126.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_469	JAJCVI010000002.1	JAJCVI010000002.1	469	468335	468859	-1	C	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]								Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13302.10]; FR47-like protein [PF08445.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_470	JAJCVI010000002.1	JAJCVI010000002.1	470	468886	469392	-1	D										HPP family [PF04982.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_471	JAJCVI010000002.1	JAJCVI010000002.1	471	469451	470512	-1	C	K01777	proline racemase [EC:5.1.1.4]								Proline racemase [PF05544.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_472	JAJCVI010000002.1	JAJCVI010000002.1	472	470509	471120	-1	D										Bacterial regulatory proteins, tetR family [PF00440.26]; YsiA-like protein, C-terminal region [PF08359.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_473	JAJCVI010000002.1	JAJCVI010000002.1	473	471274	473250	-1	D										Aconitase family (aconitate hydratase) [PF00330.23]; Aconitase C-terminal domain [PF00694.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_474	JAJCVI010000002.1	JAJCVI010000002.1	474	473559	473834	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_475	JAJCVI010000002.1	JAJCVI010000002.1	475	473956	474450	1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]								dUTPase [PF00692.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_476	JAJCVI010000002.1	JAJCVI010000002.1	476	474475	475254	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_477	JAJCVI010000002.1	JAJCVI010000002.1	477	475496	476497	-1	D										HTH DNA binding domain [PF04967.15]; GAF and HTH_10 associated domain [PF15915.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_478	JAJCVI010000002.1	JAJCVI010000002.1	478	476863	477855	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_479	JAJCVI010000002.1	JAJCVI010000002.1	479	478090	479025	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_480	JAJCVI010000002.1	JAJCVI010000002.1	480	479067	479594	-1	D										SnoaL-like polyketide cyclase [PF07366.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_481	JAJCVI010000002.1	JAJCVI010000002.1	481	479600	480043	-1	D										Auxin binding protein [PF02041.19]; Mannose-6-phosphate isomerase [PF01050.21]; Cupin [PF00190.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_482	JAJCVI010000002.1	JAJCVI010000002.1	482	480177	481145	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_483	JAJCVI010000002.1	JAJCVI010000002.1	483	481272	481736	-1	D										Polyketide cyclase / dehydrase and lipid transport [PF10604.12]; Polyketide cyclase / dehydrase and lipid transport [PF03364.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_484	JAJCVI010000002.1	JAJCVI010000002.1	484	482070	483563	-1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_485	JAJCVI010000002.1	JAJCVI010000002.1	485	483672	483950	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_486	JAJCVI010000002.1	JAJCVI010000002.1	486	483986	484567	-1	D										2Fe-2S iron-sulfur cluster binding domain [PF00111.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_487	JAJCVI010000002.1	JAJCVI010000002.1	487	484754	485602	1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_488	JAJCVI010000002.1	JAJCVI010000002.1	488	485580	487136	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_489	JAJCVI010000002.1	JAJCVI010000002.1	489	487162	487701	-1	D										2'-5' RNA ligase superfamily [PF13563.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_490	JAJCVI010000002.1	JAJCVI010000002.1	490	487890	488699	-1	C	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]								Metallo-beta-lactamase superfamily [PF00753.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_491	JAJCVI010000002.1	JAJCVI010000002.1	491	488769	489299	-1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_492	JAJCVI010000002.1	JAJCVI010000002.1	492	489302	489841	-1	D										Universal stress protein family [PF00582.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_493	JAJCVI010000002.1	JAJCVI010000002.1	493	490055	490969	-1	D										Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_494	JAJCVI010000002.1	JAJCVI010000002.1	494	491295	493364	1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.21]; Lipid II flippase MurJ [PF03023.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_495	JAJCVI010000002.1	JAJCVI010000002.1	495	493452	494477	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_496	JAJCVI010000002.1	JAJCVI010000002.1	496	494474	494824	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_497	JAJCVI010000002.1	JAJCVI010000002.1	497	494879	495172	1	D										Family of unknown function (DUF6432) [PF20024.2]					0
JAJCVI010000002.1_JAJCVI010000002.1_498	JAJCVI010000002.1	JAJCVI010000002.1	498	495270	496412	1	D										Aminomethyltransferase folate-binding domain [PF01571.24]; Glycine cleavage T-protein C-terminal barrel domain [PF08669.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_499	JAJCVI010000002.1	JAJCVI010000002.1	499	496549	497997	1	C	K08482	circadian clock protein KaiC								KaiC [PF06745.16]; AAA domain [PF13481.9]; DnaB-like helicase C terminal domain [PF03796.18]; Rad51 [PF08423.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_500	JAJCVI010000002.1	JAJCVI010000002.1	500	497990	500986	1	D										PAS domain [PF13426.10]; PAS fold [PF08448.13]; PAS fold [PF00989.28]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08447.15]; Histidine kinase-like ATPase domain [PF13581.9]; PAS fold [PF12860.10]; PAS domain [PF13188.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_501	JAJCVI010000002.1	JAJCVI010000002.1	501	501039	501935	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_502	JAJCVI010000002.1	JAJCVI010000002.1	502	501938	503029	-1	D										FAD binding domain [PF01494.22]; Lycopene cyclase protein [PF05834.15]; Tryptophan halogenase [PF04820.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_503	JAJCVI010000002.1	JAJCVI010000002.1	503	503089	504129	-1	D										Photosynthesis system II assembly factor YCF48 [PF14870.9]; Sortilin, neurotensin receptor 3, [PF15902.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_504	JAJCVI010000002.1	JAJCVI010000002.1	504	504196	504684	-1	C	K23255	archaeal type IV pilus assembly protein PilA								Archaeal Type IV pilin, N-terminal [PF07790.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_505	JAJCVI010000002.1	JAJCVI010000002.1	505	505025	508048	-1	C	K03701	excinuclease ABC subunit A								UvrA interaction domain [PF17760.4]; UvrA DNA-binding domain [PF17755.4]; ABC transporter [PF00005.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_506	JAJCVI010000002.1	JAJCVI010000002.1	506	508166	508747	1	D										Scramblase [PF03803.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_507	JAJCVI010000002.1	JAJCVI010000002.1	507	508768	511023	-1	D										PAS domain [PF13426.10]; PAS fold [PF08448.13]; PAS fold [PF00989.28]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; Response regulator receiver domain [PF00072.27]; PAS domain [PF13188.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_508	JAJCVI010000002.1	JAJCVI010000002.1	508	511208	511654	1	D										Universal stress protein family [PF00582.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_509	JAJCVI010000002.1	JAJCVI010000002.1	509	511744	512487	1	D										Mitochondrial biogenesis AIM24 [PF01987.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_510	JAJCVI010000002.1	JAJCVI010000002.1	510	512599	513279	1	D										Mitochondrial biogenesis AIM24 [PF01987.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_511	JAJCVI010000002.1	JAJCVI010000002.1	511	513441	514418	1	D										ROK family [PF00480.23]; FGGY family of carbohydrate kinases, N-terminal domain [PF00370.24]; BadF/BadG/BcrA/BcrD ATPase family [PF01869.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_512	JAJCVI010000002.1	JAJCVI010000002.1	512	514518	516056	1	D										Beta propeller domain [PF09826.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_513	JAJCVI010000002.1	JAJCVI010000002.1	513	516204	517736	1	D										LVIVD repeat [PF08309.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_514	JAJCVI010000002.1	JAJCVI010000002.1	514	517859	518236	1	C	K07400	Fe/S biogenesis protein NfuA								NifU-like domain [PF01106.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_515	JAJCVI010000002.1	JAJCVI010000002.1	515	518318	518680	-1	C	K09152	uncharacterized protein								Cell division protein SepF [PF04472.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_516	JAJCVI010000002.1	JAJCVI010000002.1	516	518883	519290	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_517	JAJCVI010000002.1	JAJCVI010000002.1	517	519380	520093	1	D										Family of unknown function (DUF1028) [PF06267.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_518	JAJCVI010000002.1	JAJCVI010000002.1	518	520132	520611	-1	D										PUA domain [PF01472.23]; Domain of unknown function (DUF1947) [PF09183.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_519	JAJCVI010000002.1	JAJCVI010000002.1	519	520744	521040	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_520	JAJCVI010000002.1	JAJCVI010000002.1	520	521122	521442	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_521	JAJCVI010000002.1	JAJCVI010000002.1	521	521449	522612	-1	C	K00463	indoleamine 2,3-dioxygenase [EC:1.13.11.52]								Indoleamine 2,3-dioxygenase [PF01231.21]; Domain of unknown function (DUF1864) [PF08933.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_522	JAJCVI010000002.1	JAJCVI010000002.1	522	522758	523783	-1	C	K01066	acetyl esterase [EC:3.1.1.-]	MER0155304	S09X	MER0155304 - hormone-sensitive lipase (Halorubrum lacusprofundi) [S09.993]#S09X#{peptidase unit: 54-309}~source ACM57142~	False	0.447	224.0	8.32e-63	alpha/beta hydrolase fold [PF07859.16]; BD-FAE [PF20434.1]; Carboxylesterase family [PF00135.31]; Steryl acetyl hydrolase [PF10340.12]; Prolyl oligopeptidase family [PF00326.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_523	JAJCVI010000002.1	JAJCVI010000002.1	523	523903	525195	1	C	K01556	kynureninase [EC:3.7.1.3]								Aminotransferase class-V [PF00266.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_524	JAJCVI010000002.1	JAJCVI010000002.1	524	525360	526520	1	D										Response regulator receiver domain [PF00072.27]; PAS domain [PF13426.10]; PAS fold [PF00989.28]; PAS fold [PF08448.13]; PAS domain [PF13188.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_525	JAJCVI010000002.1	JAJCVI010000002.1	525	526701	528005	1	D										RNB domain [PF00773.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_526	JAJCVI010000002.1	JAJCVI010000002.1	526	528129	528977	1	C	K13775	citronellol/citronellal dehydrogenase								short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; KR domain [PF08659.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_527	JAJCVI010000002.1	JAJCVI010000002.1	527	529052	530191	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_528	JAJCVI010000002.1	JAJCVI010000002.1	528	530331	531092	-1	C	K07053	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]								PHP domain [PF02811.22]; PHP-associated [PF13263.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_529	JAJCVI010000002.1	JAJCVI010000002.1	529	531162	531749	-1	D										Mechanosensitive ion channel [PF00924.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_530	JAJCVI010000002.1	JAJCVI010000002.1	530	532044	535091	-1	C	K00113	glycerol-3-phosphate dehydrogenase subunit C								FAD linked oxidases, C-terminal domain [PF02913.22]; FAD binding domain [PF01565.26]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S dicluster domain [PF13534.9]; Cysteine-rich domain [PF02754.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_531	JAJCVI010000002.1	JAJCVI010000002.1	531	535088	537295	-1	C	K18929	L-lactate dehydrogenase complex protein LldF								LUD domain [PF02589.18]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S dicluster domain [PF13534.9]; Cysteine-rich domain [PF02754.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_532	JAJCVI010000002.1	JAJCVI010000002.1	532	537292	537846	-1	D										LUD domain [PF02589.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_533	JAJCVI010000002.1	JAJCVI010000002.1	533	537970	539745	-1	C	K03303	lactate permease								L-lactate permease [PF02652.17]; Tripartite tricarboxylate transporter TctA family [PF01970.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_534	JAJCVI010000002.1	JAJCVI010000002.1	534	540365	541432	-1	D										Phage integrase family [PF00589.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_535	JAJCVI010000002.1	JAJCVI010000002.1	535	541429	542037	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_536	JAJCVI010000002.1	JAJCVI010000002.1	536	542034	542549	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_537	JAJCVI010000002.1	JAJCVI010000002.1	537	542546	542740	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_538	JAJCVI010000002.1	JAJCVI010000002.1	538	542730	543197	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_539	JAJCVI010000002.1	JAJCVI010000002.1	539	543194	543574	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_540	JAJCVI010000002.1	JAJCVI010000002.1	540	543571	543828	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_541	JAJCVI010000002.1	JAJCVI010000002.1	541	543825	544043	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_542	JAJCVI010000002.1	JAJCVI010000002.1	542	544040	544540	-1	E															1
JAJCVI010000002.1_JAJCVI010000002.1_543	JAJCVI010000002.1	JAJCVI010000002.1	543	544729	545007	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_544	JAJCVI010000002.1	JAJCVI010000002.1	544	545011	545280	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_545	JAJCVI010000002.1	JAJCVI010000002.1	545	545456	546022	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_546	JAJCVI010000002.1	JAJCVI010000002.1	546	546452	547456	-1	D										AAA domain [PF13401.9]; AAA ATPase domain [PF13191.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_547	JAJCVI010000002.1	JAJCVI010000002.1	547	547573	548412	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_548	JAJCVI010000002.1	JAJCVI010000002.1	548	548832	549218	1	C	K23255	archaeal type IV pilus assembly protein PilA								Archaeal Type IV pilin, N-terminal [PF07790.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_549	JAJCVI010000002.1	JAJCVI010000002.1	549	549237	549644	1	C	K23255	archaeal type IV pilus assembly protein PilA								Archaeal Type IV pilin, N-terminal [PF07790.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_550	JAJCVI010000002.1	JAJCVI010000002.1	550	549644	550087	1	C	K23255	archaeal type IV pilus assembly protein PilA								Archaeal Type IV pilin, N-terminal [PF07790.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_551	JAJCVI010000002.1	JAJCVI010000002.1	551	550217	550630	1	C	K23255	archaeal type IV pilus assembly protein PilA													0
JAJCVI010000002.1_JAJCVI010000002.1_552	JAJCVI010000002.1	JAJCVI010000002.1	552	550722	551324	-1	D										Phage integrase family [PF00589.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_553	JAJCVI010000002.1	JAJCVI010000002.1	553	551511	551924	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_554	JAJCVI010000002.1	JAJCVI010000002.1	554	552067	552702	1	D										Domain of unknown function (DUF4145) [PF13643.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_555	JAJCVI010000002.1	JAJCVI010000002.1	555	552824	553339	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_556	JAJCVI010000002.1	JAJCVI010000002.1	556	553336	553533	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_557	JAJCVI010000002.1	JAJCVI010000002.1	557	553752	557924	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_558	JAJCVI010000002.1	JAJCVI010000002.1	558	557921	559504	1	D			MER0972348	S08A	MER0972348 - subfamily S8A unassigned peptidases (Haloterrigena thermotolerans) [S08.UPA]#S08A#{peptidase unit: 161-459}~source M0BTP3~	False	0.451	237.0	9.71e-65	Subtilase family [PF00082.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_559	JAJCVI010000002.1	JAJCVI010000002.1	559	559501	560259	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_560	JAJCVI010000002.1	JAJCVI010000002.1	560	560391	561389	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_561	JAJCVI010000002.1	JAJCVI010000002.1	561	561404	562129	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_562	JAJCVI010000002.1	JAJCVI010000002.1	562	562119	562523	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_563	JAJCVI010000002.1	JAJCVI010000002.1	563	562508	563410	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_564	JAJCVI010000002.1	JAJCVI010000002.1	564	563407	563625	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_565	JAJCVI010000002.1	JAJCVI010000002.1	565	563622	563885	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_566	JAJCVI010000002.1	JAJCVI010000002.1	566	563973	564263	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_567	JAJCVI010000002.1	JAJCVI010000002.1	567	564260	564817	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_568	JAJCVI010000002.1	JAJCVI010000002.1	568	564814	565827	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_569	JAJCVI010000002.1	JAJCVI010000002.1	569	565824	567146	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_570	JAJCVI010000002.1	JAJCVI010000002.1	570	567146	568960	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_571	JAJCVI010000002.1	JAJCVI010000002.1	571	568957	569220	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_572	JAJCVI010000002.1	JAJCVI010000002.1	572	569213	569572	1	D										Helix-hairpin-helix motif [PF12826.10]; Helix-hairpin-helix domain [PF14520.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_573	JAJCVI010000002.1	JAJCVI010000002.1	573	569569	571941	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_574	JAJCVI010000002.1	JAJCVI010000002.1	574	572915	573160	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_575	JAJCVI010000002.1	JAJCVI010000002.1	575	573621	575321	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_576	JAJCVI010000002.1	JAJCVI010000002.1	576	575318	575686	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_577	JAJCVI010000002.1	JAJCVI010000002.1	577	575686	576180	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_578	JAJCVI010000002.1	JAJCVI010000002.1	578	576177	576767	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_579	JAJCVI010000002.1	JAJCVI010000002.1	579	576764	577099	-1	D										Family of unknown function (DUF6166) [PF19663.2]					0
JAJCVI010000002.1_JAJCVI010000002.1_580	JAJCVI010000002.1	JAJCVI010000002.1	580	577376	578032	-1	D			MER0196692	S54	MER0196692 - family S54 unassigned peptidases (Haloterrigena turkmenica) [S54.UPW]#S54#{peptidase unit: 16-206}~source ADB61929~	False	0.48	176.0	2.302e-48	Rhomboid family [PF01694.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_581	JAJCVI010000002.1	JAJCVI010000002.1	581	578105	578413	-1	D										Ribosomal protein S10p/S20e [PF00338.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_582	JAJCVI010000002.1	JAJCVI010000002.1	582	578417	579682	-1	C	K03231	elongation factor 1-alpha								Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor Tu C-terminal domain [PF03143.20]; Elongation factor Tu domain 2 [PF03144.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_583	JAJCVI010000002.1	JAJCVI010000002.1	583	579970	580905	-1	C	K00003	homoserine dehydrogenase [EC:1.1.1.3]								Homoserine dehydrogenase [PF00742.22]; Homoserine dehydrogenase, NAD binding domain [PF03447.19]; Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_584	JAJCVI010000002.1	JAJCVI010000002.1	584	580917	581450	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_585	JAJCVI010000002.1	JAJCVI010000002.1	585	581612	582853	-1	C	K03420	proteasome regulatory subunit	MER0412697	M41	MER0412697 - family M41 non-peptidase homologues (Solanum tuberosum) [M41.UNW]#M41#{peptidase unit: 385-549}~source PGSC0003DMP400021722~	False	0.536	123.0	3.918e-28	ATPase family associated with various cellular activities (AAA) [PF00004.32]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; AAA domain (dynein-related subfamily) [PF07728.17]; AAA+ lid domain [PF17862.4]; AAA domain (Cdc48 subfamily) [PF07724.17]; Protein of unknown function (DUF815) [PF05673.16]; Sigma-54 interaction domain [PF00158.29]; Sigma-54 interaction domain [PF14532.9]; IstB-like ATP binding protein [PF01695.20]; TIP49 P-loop domain [PF06068.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_586	JAJCVI010000002.1	JAJCVI010000002.1	586	583031	583690	1	C	K03499	trk/ktr system potassium uptake protein								TrkA-N domain [PF02254.21]; TrkA-C domain [PF02080.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_587	JAJCVI010000002.1	JAJCVI010000002.1	587	583929	584888	1	C	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]								Dihydrodipicolinate synthetase family [PF00701.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_588	JAJCVI010000002.1	JAJCVI010000002.1	588	584940	585041	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_589	JAJCVI010000002.1	JAJCVI010000002.1	589	585034	585504	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_590	JAJCVI010000002.1	JAJCVI010000002.1	590	585501	585704	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_591	JAJCVI010000002.1	JAJCVI010000002.1	591	585776	586552	-1	C	K07124	uncharacterized protein								short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; KR domain [PF08659.13]; NAD dependent epimerase/dehydratase family [PF01370.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_592	JAJCVI010000002.1	JAJCVI010000002.1	592	586940	587515	-1	C	K01519	XTP/dITP diphosphohydrolase [EC:3.6.1.66]								Ham1 family [PF01725.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_593	JAJCVI010000002.1	JAJCVI010000002.1	593	587620	588273	-1	D										HTH DNA binding domain [PF04967.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_594	JAJCVI010000002.1	JAJCVI010000002.1	594	588393	590084	1	C	K13378	NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]								Respiratory-chain NADH dehydrogenase, 49 Kd subunit [PF00346.22]; Respiratory-chain NADH dehydrogenase, 30 Kd subunit [PF00329.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_595	JAJCVI010000002.1	JAJCVI010000002.1	595	590109	590381	-1	D										Family of unknown function (DUF5808) [PF19124.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_596	JAJCVI010000002.1	JAJCVI010000002.1	596	590514	592181	-1	C	K15904	bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.28]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]; RIO1 family [PF01163.25]; Protein kinase domain [PF00069.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_597	JAJCVI010000002.1	JAJCVI010000002.1	597	592343	592477	-1	D										Ribosomal protein S27a [PF01599.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_598	JAJCVI010000002.1	JAJCVI010000002.1	598	592482	592787	-1	C	K02974	small subunit ribosomal protein S24e								Ribosomal protein S24e [PF01282.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_599	JAJCVI010000002.1	JAJCVI010000002.1	599	592933	595515	1	C	K03406	methyl-accepting chemotaxis protein								Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_600	JAJCVI010000002.1	JAJCVI010000002.1	600	595668	596231	-1	C	K09735	GTP-dependent dephospho-CoA kinase [EC:2.7.1.237]								Protein of unknown function (DUF359) [PF04019.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_601	JAJCVI010000002.1	JAJCVI010000002.1	601	596242	596439	-1	C	K03050	"DNA-directed RNA polymerase subunit E"" [EC:2.7.7.6]"								Spt4/RpoE2 zinc finger [PF06093.16]					1
