V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ORF
WP_066418790.1,303,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,28,-,-,-,ORF17
WP_066418790.1,303,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,27,-,-,-,ORF17
WP_066418790.1,303,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",29,303,-,-,-,ORF17
WP_049967309.1,315,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,25,-,-,-,ORF17
WP_049967309.1,315,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,4,15,-,-,-,ORF17
WP_049967309.1,315,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,16,23,-,-,-,ORF17
WP_049967309.1,315,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,3,-,-,-,ORF17
WP_049967309.1,315,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,7,26,-,-,-,ORF17
WP_049967309.1,315,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",24,315,-,-,-,ORF17
WP_049967309.1,315,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,23,-,-,-,ORF17
WP_049967309.1,315,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,20,-,-,-,ORF17
WP_049967309.1,315,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,25,-,-,-,ORF17
WP_226043409.1,312,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,4,16,-,-,-,ORF17
WP_226043409.1,312,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,24,-,-,-,ORF17
WP_226043409.1,312,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",25,312,-,-,-,ORF17
WP_226043409.1,312,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,24,-,-,-,ORF17
WP_226043409.1,312,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,3,-,-,-,ORF17
WP_226043409.1,312,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,24,-,-,-,ORF17
WP_226043409.1,312,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,19,-,-,-,ORF17
WP_226043409.1,312,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,17,24,-,-,-,ORF17
WP_176580077.1,305,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,20,28,-,-,-,ORF17
WP_176580077.1,305,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,28,-,-,-,ORF17
WP_176580077.1,305,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,8,19,-,-,-,ORF17
WP_176580077.1,305,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",29,305,-,-,-,ORF17
WP_176580077.1,305,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,28,-,-,-,ORF17
WP_176580077.1,305,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,7,-,-,-,ORF17
WP_176580077.1,305,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,28,-,-,-,ORF17
WP_176580077.1,305,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,28,-,-,-,ORF17
WP_176580077.1,305,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,27,-,-,-,ORF17
WP_254810608.1,342,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,32,39,-,-,-,ORF17
WP_254810608.1,342,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,12,-,-,-,ORF17
WP_254810608.1,342,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",40,342,-,-,-,ORF17
WP_254810608.1,342,SignalP_GRAM_NEGATIVE,SignalP-TM,SignalP-TM,1,39,-,-,-,ORF17
WP_254810608.1,342,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,13,31,-,-,-,ORF17
WP_254810608.1,342,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,39,-,-,-,ORF17
WP_254810608.1,342,SignalP_GRAM_NEGATIVE,SignalP-TM,SignalP-TM,1,39,-,-,-,ORF17
WP_254810608.1,342,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,13,35,-,-,-,ORF17
ELY97150.1,306,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,20,-,-,-,ORF17
ELY97150.1,306,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,15,-,-,-,ORF17
ELY97150.1,306,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,15,-,-,-,ORF17
ELY97150.1,306,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,15,-,-,-,ORF17
ELY97150.1,306,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,11,15,-,-,-,ORF17
ELY97150.1,306,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",16,306,-,-,-,ORF17
ELY97150.1,306,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,1,-,-,-,ORF17
ELY97150.1,306,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,2,10,-,-,-,ORF17
WP_006665481.1,313,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,25,-,-,-,ORF17
WP_006665481.1,313,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,18,-,-,-,ORF17
WP_006665481.1,313,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,3,13,-,-,-,ORF17
WP_006665481.1,313,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,25,-,-,-,ORF17
WP_006665481.1,313,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,2,-,-,-,ORF17
WP_006665481.1,313,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,14,25,-,-,-,ORF17
WP_006665481.1,313,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",26,313,-,-,-,ORF17
WP_006665481.1,313,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF17
WP_012946156.1,324,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,9,-,-,-,ORF17
WP_012946156.1,324,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",30,324,-,-,-,ORF17
WP_012946156.1,324,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,10,21,-,-,-,ORF17
WP_012946156.1,324,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,22,29,-,-,-,ORF17
WP_012946156.1,324,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,29,-,-,-,ORF17
WP_012946156.1,324,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,29,-,-,-,ORF17
WP_012946156.1,324,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,29,-,-,-,ORF17
WP_012946156.1,324,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,29,-,-,-,ORF17
WP_012946156.1,324,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,7,29,-,-,-,ORF17
WP_049980259.1,295,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,6,18,-,-,-,ORF17
WP_049980259.1,295,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF17
WP_049980259.1,295,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,19,23,-,-,-,ORF17
WP_049980259.1,295,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF17
WP_049980259.1,295,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,23,-,-,-,ORF17
WP_049980259.1,295,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",24,295,-,-,-,ORF17
WP_049980259.1,295,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,28,-,-,-,ORF17
WP_049980259.1,295,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,5,-,-,-,ORF17
WP_049980259.1,295,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,7,29,-,-,-,ORF17
WP_227132335.1,300,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,22,-,-,-,ORF17
WP_227132335.1,300,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,9,-,-,-,ORF17
WP_227132335.1,300,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,29,-,-,-,ORF17
WP_227132335.1,300,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,22,30,-,-,-,ORF17
WP_227132335.1,300,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,30,-,-,-,ORF17
WP_227132335.1,300,ProSiteProfiles,PS51257,Prokaryotic membrane lipoprotein lipid attachment site profile.,1,35,5,-,-,ORF17
WP_227132335.1,300,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,10,21,-,-,-,ORF17
WP_227132335.1,300,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,29,-,-,-,ORF17
WP_227132335.1,300,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",31,300,-,-,-,ORF17
WP_227132335.1,300,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,27,-,-,-,ORF17
WP_135306361.1,305,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,21,-,-,-,ORF17
WP_135306361.1,305,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,4,15,-,-,-,ORF17
WP_135306361.1,305,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,16,23,-,-,-,ORF17
WP_135306361.1,305,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,3,-,-,-,ORF17
WP_135306361.1,305,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",24,305,-,-,-,ORF17
WP_135306361.1,305,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,25,-,-,-,ORF17
WP_135306361.1,305,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,23,-,-,-,ORF17
WP_135306361.1,305,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF17
WP_074880331.1,296,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,6,18,-,-,-,ORF17
WP_074880331.1,296,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",24,296,-,-,-,ORF17
WP_074880331.1,296,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF17
WP_074880331.1,296,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,19,23,-,-,-,ORF17
WP_074880331.1,296,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,29,-,-,-,ORF17
WP_074880331.1,296,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,23,-,-,-,ORF17
WP_074880331.1,296,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,5,-,-,-,ORF17
WP_074880331.1,296,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF17
WP_074880331.1,296,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,7,29,-,-,-,ORF17
WP_255149782.1,293,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,24,-,-,-,ORF17
WP_255149782.1,293,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,24,-,-,-,ORF17
WP_255149782.1,293,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,16,24,-,-,-,ORF17
WP_255149782.1,293,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,4,15,-,-,-,ORF17
WP_255149782.1,293,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,3,-,-,-,ORF17
WP_255149782.1,293,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,21,-,-,-,ORF17
WP_255149782.1,293,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,17,-,-,-,ORF17
WP_255149782.1,293,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",25,293,-,-,-,ORF17
WP_013876072.1,313,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,16,33,-,-,-,ORF17
WP_013876072.1,313,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,4,15,-,-,-,ORF17
WP_013876072.1,313,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,3,-,-,-,ORF17
WP_013876072.1,313,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",34,313,-,-,-,ORF17
WP_013876072.1,313,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,29,-,-,-,ORF17
WP_013876072.1,313,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,33,-,-,-,ORF17
WP_013876072.1,313,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,24,-,-,-,ORF17
WP_013876072.1,313,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,20,-,-,-,ORF17
WP_013876072.1,313,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,27,-,-,-,ORF17
WP_253521865.1,310,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,21,-,-,-,ORF17
WP_253521865.1,310,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,19,30,-,-,-,ORF17
WP_253521865.1,310,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,30,-,-,-,ORF17
WP_253521865.1,310,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,7,26,-,-,-,ORF17
WP_253521865.1,310,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,21,-,-,-,ORF17
WP_253521865.1,310,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",31,310,-,-,-,ORF17
WP_253521865.1,310,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,7,18,-,-,-,ORF17
WP_253521865.1,310,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,30,-,-,-,ORF17
WP_253521865.1,310,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,6,-,-,-,ORF17
WP_076148803.1,300,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,2,13,-,-,-,ORF17
WP_076148803.1,300,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",19,300,-,-,-,ORF17
WP_076148803.1,300,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,23,-,-,-,ORF17
WP_076148803.1,300,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,1,-,-,-,ORF17
WP_076148803.1,300,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,14,18,-,-,-,ORF17
WP_076148803.1,300,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,18,-,-,-,ORF17
WP_076148803.1,300,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,18,-,-,-,ORF17
WP_076148803.1,300,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,18,-,-,-,ORF17
WP_012946160.1,193,Coils,Coil,Coil,136,163,-,-,-,ORF21
WP_226043405.1,194,Coils,Coil,Coil,137,164,-,-,-,ORF21
WP_049967313.1,192,Coils,Coil,Coil,100,120,-,-,-,ORF21
WP_049967313.1,192,MobiDBLite,mobidb-lite,consensus disorder prediction,173,192,-,-,-,ORF21
WP_049967313.1,192,Coils,Coil,Coil,142,162,-,-,-,ORF21
WP_006665485.1,194,Coils,Coil,Coil,137,164,-,-,-,ORF21
WP_006665485.1,194,MobiDBLite,mobidb-lite,consensus disorder prediction,174,194,-,-,-,ORF21
WP_006111399.1,194,Coils,Coil,Coil,137,164,-,-,-,ORF21
WP_013876068.1,194,Coils,Coil,Coil,144,164,-,-,-,ORF21
WP_013876068.1,194,MobiDBLite,mobidb-lite,consensus disorder prediction,173,194,-,-,-,ORF21
WP_176580080.1,430,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,21,-,-,-,ORF23
WP_176580080.1,430,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF23
WP_176580080.1,430,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,6,17,-,-,-,ORF23
WP_176580080.1,430,MobiDBLite,mobidb-lite,consensus disorder prediction,30,57,-,-,-,ORF23
WP_176580080.1,430,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,18,25,-,-,-,ORF23
WP_176580080.1,430,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",266,430,-,-,-,ORF23
WP_176580080.1,430,MobiDBLite,mobidb-lite,consensus disorder prediction,25,81,-,-,-,ORF23
WP_176580080.1,430,Coils,Coil,Coil,409,429,-,-,-,ORF23
WP_176580080.1,430,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,5,-,-,-,ORF23
WP_176580080.1,430,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,25,-,-,-,ORF23
WP_176580080.1,430,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,239,265,-,-,-,ORF23
WP_176580080.1,430,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",26,238,-,-,-,ORF23
WP_176580080.1,430,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,27,-,-,-,ORF23
WP_176580080.1,430,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,24,-,-,-,ORF23
WP_004048500.1,248,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,57,83,-,-,-,ORF23
WP_004048500.1,248,Coils,Coil,Coil,227,247,-,-,-,ORF23
WP_004048500.1,248,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,61,83,-,-,-,ORF23
WP_004048500.1,248,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,56,-,-,-,ORF23
WP_004048500.1,248,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",84,248,-,-,-,ORF23
WP_157884851.1,431,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,4,-,-,-,ORF23
WP_157884851.1,431,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,24,-,-,-,ORF23
WP_157884851.1,431,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF23
WP_157884851.1,431,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,24,-,-,-,ORF23
WP_157884851.1,431,MobiDBLite,mobidb-lite,consensus disorder prediction,25,82,-,-,-,ORF23
WP_157884851.1,431,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,240,266,-,-,-,ORF23
WP_157884851.1,431,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",25,239,-,-,-,ORF23
WP_157884851.1,431,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,5,16,-,-,-,ORF23
WP_157884851.1,431,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",267,431,-,-,-,ORF23
WP_157884851.1,431,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,27,-,-,-,ORF23
WP_157884851.1,431,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF23
WP_157884851.1,431,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,17,24,-,-,-,ORF23
WP_154018461.1,418,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,219,244,-,-,-,ORF23
WP_154018461.1,418,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,4,-,-,-,ORF23
WP_154018461.1,418,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",23,218,-,-,-,ORF23
WP_154018461.1,418,MobiDBLite,mobidb-lite,consensus disorder prediction,29,55,-,-,-,ORF23
WP_154018461.1,418,MobiDBLite,mobidb-lite,consensus disorder prediction,29,65,-,-,-,ORF23
WP_154018461.1,418,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,5,13,-,-,-,ORF23
WP_154018461.1,418,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,22,-,-,-,ORF23
WP_154018461.1,418,Coils,Coil,Coil,385,405,-,-,-,ORF23
WP_154018461.1,418,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",245,418,-,-,-,ORF23
WP_154018461.1,418,Coils,Coil,Coil,255,285,-,-,-,ORF23
WP_154018461.1,418,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,14,22,-,-,-,ORF23
WP_154018461.1,418,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,221,243,-,-,-,ORF23
WP_154018461.1,418,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,22,-,-,-,ORF23
WP_154018461.1,418,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,22,-,-,-,ORF23
WP_154018461.1,418,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,27,-,-,-,ORF23
WP_154018461.1,418,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,25,-,-,-,ORF23
WP_079990213.1,424,MobiDBLite,mobidb-lite,consensus disorder prediction,31,68,-,-,-,ORF23
WP_079990213.1,424,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,4,-,-,-,ORF23
WP_079990213.1,424,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,5,13,-,-,-,ORF23
WP_079990213.1,424,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,227,249,-,-,-,ORF23
WP_079990213.1,424,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,24,-,-,-,ORF23
WP_079990213.1,424,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,25,-,-,-,ORF23
WP_079990213.1,424,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,14,25,-,-,-,ORF23
WP_079990213.1,424,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,22,-,-,-,ORF23
WP_079990213.1,424,SignalP_EUK,SignalP-noTM,SignalP-noTM,1,22,-,-,-,ORF23
WP_079990213.1,424,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,225,250,-,-,-,ORF23
WP_079990213.1,424,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,25,-,-,-,ORF23
WP_079990213.1,424,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",26,224,-,-,-,ORF23
WP_079990213.1,424,Coils,Coil,Coil,391,411,-,-,-,ORF23
WP_079990213.1,424,MobiDBLite,mobidb-lite,consensus disorder prediction,31,70,-,-,-,ORF23
WP_079990213.1,424,Coils,Coil,Coil,261,291,-,-,-,ORF23
WP_079990213.1,424,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",251,424,-,-,-,ORF23
WP_088901272.1,430,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,6,17,-,-,-,ORF23
WP_088901272.1,430,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,18,25,-,-,-,ORF23
WP_088901272.1,430,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",266,430,-,-,-,ORF23
WP_088901272.1,430,MobiDBLite,mobidb-lite,consensus disorder prediction,25,81,-,-,-,ORF23
WP_088901272.1,430,Coils,Coil,Coil,409,429,-,-,-,ORF23
WP_088901272.1,430,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,24,-,-,-,ORF23
WP_088901272.1,430,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF23
WP_088901272.1,430,MobiDBLite,mobidb-lite,consensus disorder prediction,30,60,-,-,-,ORF23
